tube_assembly_id,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,component_id_7,quantity_7,component_id_8,quantity_8
TA-10412,C-1642,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10413,C-0797,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10415,C-1629,2,C-0579,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10416,C-1629,2,C-0579,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10417,C-1845,1,C-1846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10418,C-1845,1,C-1846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10419,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10420,C-0699,1,C-0751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10421,C-0699,1,C-0751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10422,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10423,C-1649,1,C-0807,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10424,C-1649,1,C-0807,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10425,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10426,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10427,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10428,C-1203,1,C-0008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10429,C-1615,1,C-0008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10430,C-1626,1,C-1633,1,C-1643,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10431,C-1626,1,C-1633,1,C-1643,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10436,C-0162,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10438,C-1632,1,C-0749,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10439,C-1411,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10440,C-0165,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10449,C-0423,1,C-1233,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10450,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10451,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10452,C-1615,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10453,C-0568,1,C-0808,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10454,C-2020,1,C-2021,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10455,C-0275,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10456,C-0275,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10457,C-0809,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10458,C-1648,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10459,C-1648,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10460,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10461,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10462,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10463,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10464,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10466,C-0444,1,C-0445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10467,C-1963,1,C-0071,2,C-0079,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10468,C-1963,1,C-0071,2,C-0079,1,C-0881,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10469,C-0071,1,C-0804,1,C-0808,1,C-0880,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10470,C-1444,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10471,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10475,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10476,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10477,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10478,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10479,C-0423,1,C-1233,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10480,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10481,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10482,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10483,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10484,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10485,C-1624,1,C-1631,1,C-2005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10487,C-0424,2,C-1497,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10488,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10489,C-1631,2,C-0580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10490,C-1631,2,C-0580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10491,C-0801,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10492,C-1641,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10493,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10494,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10495,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10496,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10501,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10502,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10503,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10504,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10505,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10506,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10507,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10508,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10509,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10510,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10511,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10512,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10513,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10514,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10515,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10516,C-0562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10517,C-0448,1,C-0449,1,C-1622,1,C-1629,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10518,C-1624,1,C-1655,1,C-0388,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10519,C-1625,1,C-1632,1,C-2032,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10520,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10521,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10522,C-1621,1,C-1628,1,C-1870,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10523,C-0065,1,C-0074,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10524,C-0065,1,C-0074,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10525,C-1792,1,C-0546,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10526,C-1792,1,C-0221,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10527,C-1792,1,C-0221,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10528,C-1792,1,C-0221,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10529,C-1768,1,C-0220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10530,C-1792,1,C-0221,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10531,C-1768,1,C-0220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10532,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10533,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10534,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10535,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10536,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10537,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10538,C-1629,2,C-0579,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10539,C-1629,2,C-0579,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10541,C-0562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10542,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10544,C-1352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10545,C-0803,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10546,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10547,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10548,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10549,C-0568,1,C-0808,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10550,C-0568,1,C-0808,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10555,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10556,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10557,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10558,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10559,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10562,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10563,C-1622,1,C-1629,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10565,C-0071,1,C-0269,1,C-0275,1,C-0652,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10566,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10567,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10568,C-1624,1,C-1625,1,C-1631,1,C-1652,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10569,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10570,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10571,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10572,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10573,C-1625,1,C-1632,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10574,C-1625,1,C-1632,1,C-1649,1,C-1697,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10577,C-1195,1,C-0345,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10578,C-1195,1,C-0345,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10579,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10580,C-1209,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10581,C-1209,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10582,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10583,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10584,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10585,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10588,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10589,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10590,C-1845,1,C-1846,1,C-0007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10591,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10592,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10593,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10594,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10595,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10596,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10597,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10598,C-1344,1,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10599,C-1344,1,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10600,C-1624,1,C-1625,1,C-1631,1,C-1652,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10601,C-1631,2,C-0580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10602,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10603,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10604,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10605,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10606,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10607,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10608,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10609,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10610,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10611,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10612,C-1623,1,C-1630,1,C-1647,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10613,C-0698,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10616,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10617,C-0674,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10618,C-0674,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10619,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10620,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10621,C-0385,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10622,C-1203,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10623,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10624,C-1352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10625,C-1641,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10626,C-1536,1,C-1625,1,C-1632,1,C-1718,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10627,C-1536,1,C-1625,1,C-1632,1,C-1718,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10628,C-0101,2,C-0102,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10629,C-0101,2,C-0102,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10630,C-0101,2,C-0102,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10632,C-1629,2,C-0579,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10633,C-1628,2,C-2030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10634,C-1628,2,C-2030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10635,C-1628,2,C-2030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10636,C-1628,2,C-2030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10637,C-1223,1,C-1359,1,C-0598,1,C-0685,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10638,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10639,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10640,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10641,C-1642,1,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10642,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10643,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10644,C-1495,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10645,C-1623,1,C-1630,1,C-0369,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10646,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10647,C-1623,1,C-1630,1,C-0210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10648,C-1623,1,C-1630,1,C-0369,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10649,C-1623,1,C-1630,1,C-0210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10650,C-1623,1,C-1630,1,C-0210,1,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10651,C-1623,2,C-1630,2,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10652,C-1623,1,C-1630,1,C-0210,1,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10653,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10654,C-1623,1,C-1630,1,C-0210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10655,C-1623,1,C-1630,1,C-0211,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10656,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10657,C-1623,1,C-1630,1,C-0210,1,C-0214,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-10658,C-1623,1,C-1630,1,C-0211,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10659,C-1623,1,C-1630,1,C-0210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
