tube_assembly_id,spec1,spec2,spec3,spec4,spec5,spec6,spec7,spec8,spec9,spec10
TA-09913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09914,SP-0007,SP-0012,SP-0024,SP-0026,SP-0079,SP-0080,SP-0082,NA,NA,NA
TA-09915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09919,SP-0004,SP-0065,SP-0067,SP-0069,NA,NA,NA,NA,NA,NA
TA-09920,SP-0004,SP-0065,SP-0067,SP-0069,NA,NA,NA,NA,NA,NA
TA-09921,SP-0004,SP-0065,SP-0067,SP-0069,NA,NA,NA,NA,NA,NA
TA-09922,SP-0004,SP-0065,SP-0067,SP-0069,NA,NA,NA,NA,NA,NA
TA-09923,SP-0004,SP-0065,SP-0067,SP-0069,NA,NA,NA,NA,NA,NA
TA-09924,SP-0004,SP-0065,SP-0067,SP-0069,NA,NA,NA,NA,NA,NA
TA-09925,SP-0024,SP-0026,SP-0035,SP-0063,SP-0080,NA,NA,NA,NA,NA
TA-09926,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-09927,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-09928,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-09929,SP-0024,SP-0026,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-09930,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-09931,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-09932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09936,SP-0012,SP-0024,SP-0026,SP-0029,SP-0080,NA,NA,NA,NA,NA
TA-09937,SP-0004,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA
TA-09938,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-09939,SP-0012,SP-0024,SP-0026,SP-0063,SP-0080,NA,NA,NA,NA,NA
TA-09940,SP-0012,SP-0024,SP-0026,SP-0063,SP-0080,NA,NA,NA,NA,NA
TA-09941,SP-0012,SP-0024,SP-0026,SP-0063,SP-0080,NA,NA,NA,NA,NA
TA-09942,SP-0012,SP-0024,SP-0026,SP-0063,SP-0080,NA,NA,NA,NA,NA
TA-09943,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-09944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09945,SP-0007,SP-0012,SP-0022,SP-0024,SP-0080,SP-0082,NA,NA,NA,NA
TA-09946,SP-0007,SP-0012,SP-0022,SP-0024,SP-0080,SP-0082,NA,NA,NA,NA
TA-09947,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-09948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09949,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA
TA-09950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09952,SP-0007,SP-0012,SP-0024,SP-0026,SP-0050,SP-0079,SP-0080,SP-0082,NA,NA
TA-09953,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,NA,NA,NA,NA
TA-09954,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,NA,NA,NA,NA
TA-09955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09957,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-09958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09959,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-09960,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-09961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09964,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-09965,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-09966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09974,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-09975,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-09976,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-09977,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-09978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09981,SP-0004,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-09982,SP-0024,SP-0026,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA
TA-09983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09984,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-09985,SP-0063,SP-0067,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA
TA-09986,SP-0063,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-09987,SP-0063,SP-0067,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA
TA-09988,SP-0063,SP-0067,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA
TA-09989,SP-0007,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-09990,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-09991,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-09992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09993,SP-0080,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09994,SP-0007,SP-0013,SP-0024,SP-0026,SP-0058,SP-0080,NA,NA,NA,NA
TA-09995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-09999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10009,SP-0004,SP-0024,SP-0026,SP-0058,SP-0073,SP-0080,NA,NA,NA,NA
TA-10010,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10011,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10012,SP-0007,SP-0012,SP-0024,SP-0026,SP-0050,SP-0079,SP-0080,SP-0082,NA,NA
TA-10013,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10014,SP-0007,SP-0071,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10017,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10019,SP-0004,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA
TA-10020,SP-0004,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA
TA-10021,SP-0007,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-10022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10026,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10029,SP-0007,SP-0067,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10030,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-10031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10034,SP-0007,SP-0024,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA
TA-10035,SP-0007,SP-0024,SP-0071,SP-0080,SP-0082,NA,NA,NA,NA,NA
TA-10036,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10038,SP-0024,SP-0062,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA
TA-10039,SP-0024,SP-0062,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA
TA-10040,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,SP-0088,NA,NA,NA,NA
TA-10041,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,NA,NA,NA,NA,NA
TA-10042,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,NA,NA,NA,NA,NA
TA-10043,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,NA,NA,NA,NA,NA
TA-10044,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,NA,NA,NA,NA,NA
TA-10045,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,SP-0088,NA,NA,NA,NA
TA-10046,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,NA,NA,NA,NA
TA-10047,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,NA,NA,NA,NA
TA-10048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10049,SP-0024,SP-0026,SP-0050,SP-0080,SP-0082,SP-0088,NA,NA,NA,NA
TA-10050,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-10051,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-10052,SP-0024,SP-0026,SP-0047,SP-0050,SP-0079,SP-0080,SP-0088,NA,NA,NA
TA-10053,SP-0024,SP-0026,SP-0047,SP-0050,SP-0079,SP-0080,SP-0088,NA,NA,NA
TA-10054,SP-0007,SP-0024,SP-0026,SP-0047,SP-0079,SP-0080,SP-0088,NA,NA,NA
TA-10055,SP-0007,SP-0024,SP-0026,SP-0047,SP-0079,SP-0080,SP-0088,NA,NA,NA
TA-10056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10057,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-10058,SP-0007,SP-0069,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10059,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10060,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10061,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10062,SP-0007,SP-0070,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10063,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10064,SP-0063,SP-0065,SP-0068,SP-0080,NA,NA,NA,NA,NA,NA
TA-10065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10068,SP-0004,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA
TA-10069,SP-0004,SP-0012,SP-0026,SP-0058,SP-0080,NA,NA,NA,NA,NA
TA-10070,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-10071,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-10072,SP-0004,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA
TA-10073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10074,SP-0004,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA
TA-10075,SP-0004,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA
TA-10076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10077,SP-0004,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA
TA-10078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10079,SP-0004,SP-0012,SP-0026,SP-0058,SP-0080,NA,NA,NA,NA,NA
TA-10080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10081,SP-0012,SP-0026,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA
TA-10082,SP-0007,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA,NA
TA-10083,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10084,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,NA,NA,NA,NA,NA
TA-10085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10087,SP-0004,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA
TA-10088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10089,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10092,SP-0026,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10093,SP-0026,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10106,SP-0007,SP-0012,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10107,SP-0007,SP-0012,SP-0024,SP-0080,SP-0082,NA,NA,NA,NA,NA
TA-10108,SP-0070,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10109,SP-0007,SP-0069,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10117,SP-0063,SP-0067,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA
TA-10118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10119,SP-0024,SP-0026,SP-0063,SP-0072,SP-0080,NA,NA,NA,NA,NA
TA-10120,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10121,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10122,SP-0058,SP-0073,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10123,SP-0058,SP-0073,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10124,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10125,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10128,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10132,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0079,SP-0080,SP-0082,SP-0088,NA
TA-10133,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0079,SP-0080,SP-0082,SP-0088,NA
TA-10134,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0079,SP-0080,SP-0082,SP-0088,NA
TA-10135,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0079,SP-0080,SP-0082,SP-0088,NA
TA-10136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10138,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-10139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10140,SP-0063,SP-0067,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA
TA-10141,SP-0063,SP-0067,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA
TA-10142,SP-0063,SP-0067,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA
TA-10143,SP-0063,SP-0067,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA
TA-10144,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA
TA-10145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10146,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10147,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10148,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10149,SP-0063,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10150,SP-0004,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10151,SP-0004,SP-0069,NA,NA,NA,NA,NA,NA,NA,NA
TA-10152,SP-0007,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10153,SP-0007,SP-0063,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10154,SP-0007,SP-0016,SP-0058,SP-0070,SP-0080,NA,NA,NA,NA,NA
TA-10155,SP-0007,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA,NA
TA-10156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10162,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10166,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10167,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10173,SP-0012,SP-0024,SP-0026,SP-0058,SP-0080,NA,NA,NA,NA,NA
TA-10174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10175,SP-0004,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA
TA-10176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10181,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,NA,NA,NA,NA
TA-10182,SP-0012,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,NA,NA,NA,NA
TA-10183,SP-0004,SP-0012,SP-0026,SP-0080,NA,NA,NA,NA,NA,NA
TA-10184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10185,SP-0007,SP-0013,SP-0063,NA,NA,NA,NA,NA,NA,NA
TA-10186,SP-0063,SP-0071,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10187,SP-0063,SP-0070,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10201,SP-0024,SP-0026,SP-0035,SP-0063,SP-0080,NA,NA,NA,NA,NA
TA-10202,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10203,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10204,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0079,SP-0080,SP-0082,SP-0088,NA
TA-10205,SP-0037,SP-0058,SP-0059,SP-0067,SP-0069,SP-0080,NA,NA,NA,NA
TA-10206,SP-0037,SP-0058,SP-0059,SP-0067,SP-0069,SP-0080,NA,NA,NA,NA
TA-10207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10212,SP-0012,SP-0058,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10213,SP-0009,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA
TA-10214,SP-0009,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA
TA-10215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10216,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-10217,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,NA,NA,NA,NA,NA
TA-10218,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10219,SP-0007,SP-0068,SP-0080,SP-0082,NA,NA,NA,NA,NA,NA
TA-10220,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10221,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,NA,NA,NA,NA
TA-10222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-10225,SP-0007,SP-0072,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10226,SP-0007,SP-0072,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10227,SP-0007,SP-0072,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10228,SP-0007,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
TA-10229,SP-0012,SP-0021,SP-0024,SP-0026,SP-0079,SP-0080,SP-0082,SP-0088,NA,NA
TA-10230,SP-0007,SP-0069,SP-0080,NA,NA,NA,NA,NA,NA,NA
