tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other
TA-09376,SP-0039,6.35,0.71,104,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09377,SP-0039,6.35,0.71,68,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09378,SP-0039,6.35,0.71,41,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09379,SP-0039,6.35,0.71,53,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09380,SP-0029,38.1,1.65,78,3,63.5,N,N,N,N,EF-017,EF-017,0,0,0
TA-09381,SP-0029,38.1,1.65,57,3,63.5,N,N,N,N,EF-017,EF-017,0,0,0
TA-09382,SP-0029,38.1,1.65,62,2,63.5,N,N,N,N,EF-017,EF-017,0,0,0
TA-09383,SP-0029,38.1,1.65,68,2,63.5,N,N,N,N,EF-017,EF-017,0,0,0
TA-09384,SP-0029,76.2,1.65,143,2,152.4,N,N,N,N,EF-017,NONE,0,0,0
TA-09385,SP-0028,12.7,0.89,97,2,76.2,N,N,N,N,EF-003,EF-003,0,1,0
TA-09386,SP-0029,15.88,1.65,260,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09387,SP-0029,15.88,1.65,261,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09388,SP-0029,15.88,1.65,194,0,0,N,N,N,N,EF-003,EF-003,0,0,0
TA-09389,SP-0029,15.88,1.65,224,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09390,SP-0029,15.88,1.65,224,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09391,SP-0029,38.1,1.65,91,3,76.2,N,N,N,Y,EF-010,NONE,1,0,0
TA-09392,SP-0029,15.88,1.65,268,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09393,SP-0029,15.88,1.65,268,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09394,SP-0028,15.88,1.24,71,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09395,SP-0029,15.88,1.24,82,3,38.1,N,N,Y,Y,EF-003,EF-003,0,0,0
TA-09396,SP-0029,19.05,1.65,224,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09397,SP-0029,9.52,0.71,174,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-09398,SP-0029,19.05,2.11,131,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09399,SP-0029,19.05,2.11,143,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09400,SP-0019,6.35,0.71,26,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09401,SP-0039,6.35,0.71,161,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09402,SP-0039,6.35,0.71,224,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09403,SP-0039,6.35,0.71,228,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09404,SP-0039,6.35,0.71,232,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09405,SP-0039,6.35,0.71,237,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09406,SP-0039,6.35,0.71,214,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09407,SP-0039,6.35,0.71,218,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09408,SP-0039,6.35,0.71,223,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09409,SP-0039,6.35,0.71,228,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09410,SP-0029,38.1,1.65,64,2,76.2,Y,Y,N,N,EF-004,EF-010,1,0,0
TA-09411,SP-0029,63.5,1.65,40,2,76.2,Y,Y,N,Y,EF-003,EF-003,0,0,0
TA-09412,SP-0029,9.52,0.89,218,6,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-09413,SP-0029,25.4,1.65,54,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-09414,SP-0028,31.75,1.65,24,0,0,N,N,N,N,EF-009,EF-017,0,0,0
TA-09415,SP-0019,6.35,0.71,111,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09416,SP-0019,6.35,0.71,137,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09417,SP-0019,6.35,0.71,173,7,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09418,SP-0019,6.35,0.71,120,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09419,SP-0029,101.6,1.65,203,4,152.4,N,Y,N,Y,EF-009,EF-017,1,0,0
TA-09420,SP-0028,63.5,1.65,34,1,101.6,N,N,Y,Y,EF-009,EF-017,1,0,1
TA-09421,NA,15.88,1.65,176,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09422,SP-0029,12.7,1.65,145,8,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
TA-09423,SP-0029,12.7,1.65,161,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09424,SP-0029,12.7,1.65,156,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09425,SP-0029,63.5,1.65,82,1,127,Y,Y,N,N,EF-023,EF-023,0,0,0
TA-09426,SP-0029,15.88,1.65,35,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09427,SP-0028,63.5,1.65,32,1,101.6,N,N,Y,Y,EF-009,EF-017,1,0,0
TA-09428,SP-0035,6.35,0.89,101,3,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-09429,SP-0029,101.6,1.65,76,2,101.6,Y,Y,N,Y,EF-023,NONE,0,0,0
TA-09430,SP-0028,63.5,1.65,20,0,0,N,N,N,N,NONE,EF-023,0,0,0
TA-09431,SP-0029,9.52,0.89,21,2,31.75,N,N,N,N,EF-001,EF-003,0,0,0
TA-09432,SP-0029,15.88,2.11,13,0,0,N,N,N,N,EF-003,EF-003,0,0,0
TA-09433,SP-0029,25.4,3.05,148,2,101.6,N,N,N,N,EF-003,EF-003,0,0,0
TA-09434,SP-0029,101.6,1.65,171,4,152.4,N,Y,Y,Y,EF-017,EF-017,0,0,0
TA-09435,SP-0029,101.6,1.65,171,4,152.4,Y,Y,Y,Y,EF-017,EF-017,0,0,0
TA-09436,SP-0029,152.4,1.65,61,0,0,N,N,N,N,EF-023,EF-023,0,0,0
TA-09437,SP-0029,19.05,1.65,123,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09438,SP-0029,15.88,1.24,54,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09439,SP-0029,10,3.5,155,4,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-09440,SP-0029,10,3.5,155,4,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-09441,SP-0029,19.05,1.65,279,9,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09442,SP-0029,19.05,1.65,92,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09443,SP-0029,19.05,1.65,101,5,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
TA-09444,SP-0029,19.05,1.65,123,5,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
TA-09445,SP-0029,15.88,1.65,48,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09446,SP-0029,15.88,1.65,215,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09447,SP-0029,15.88,1.65,200,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09448,SP-0029,19.05,1.24,60,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09449,SP-0029,25.4,1.65,221,7,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-09450,SP-0029,12.7,0.89,225,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09451,SP-0035,15.88,1.65,117,5,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09452,SP-0035,15.88,1.65,199,11,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09453,SP-0037,6.35,0.89,46,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09454,SP-0037,6.35,0.89,43,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09455,SP-0029,57.15,1.65,149,4,88.9,N,N,N,Y,EF-009,EF-009,1,0,0
TA-09456,SP-0028,6.35,0.89,19,2,12.7,N,N,N,N,EF-003,EF-003,0,0,0
TA-09457,SP-0029,12.7,1.24,26,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09458,SP-0029,9.52,1.24,229,13,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09459,SP-0029,9.52,1.24,245,12,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09460,SP-0029,101.6,1.65,136,2,152.4,N,N,N,Y,EF-017,EF-017,0,0,0
TA-09461,SP-0029,101.6,1.65,131,2,152.4,N,N,N,Y,EF-017,EF-017,0,0,0
TA-09462,SP-0046,27.2,3.2,69,4,70,N,N,N,N,EF-021,EF-021,0,0,0
TA-09463,SP-0029,15.88,1.24,25,1,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09464,SP-0028,19.05,1.65,63,4,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
TA-09465,SP-0046,34,4,117,4,90,N,N,N,N,EF-021,EF-021,0,0,0
TA-09466,SP-0046,34,4,96,4,90,Y,Y,N,N,EF-021,EF-021,0,0,0
TA-09467,SP-0046,34,4,85,2,90,N,N,N,N,EF-021,EF-021,0,0,0
TA-09468,SP-0035,12.7,1.65,216,8,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09469,SP-0029,19.05,1.24,99,3,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
TA-09470,SP-0038,6.35,0.89,66,6,12.7,N,N,N,N,EF-008,EF-017,0,0,0
TA-09471,SP-0038,6.35,0.89,58,6,12.7,N,N,N,N,EF-008,EF-017,0,0,0
TA-09472,SP-0029,25.4,2.11,64,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-09473,SP-0029,25.4,2.11,96,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-09474,SP-0029,25.4,2.11,117,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-09475,SP-0029,25.4,2.11,84,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-09476,SP-0029,12.7,2.11,39,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09477,SP-0039,8,1.5,42,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09478,SP-0029,9.52,1.65,36,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-09479,SP-0029,38.1,1.65,33,1,63.5,N,N,Y,Y,EF-003,EF-017,0,0,0
TA-09480,SP-0029,38.1,1.65,24,1,57.2,N,Y,N,N,EF-003,EF-017,0,0,0
TA-09481,SP-0046,21.7,2.8,224,4,55,N,N,N,N,EF-021,EF-021,0,0,0
TA-09482,SP-0046,21.7,2.8,194,4,55,N,N,N,N,EF-021,EF-021,0,0,0
TA-09483,SP-0046,34,4,112,4,90,N,N,N,N,EF-021,EF-021,0,0,0
TA-09484,SP-0046,34,4,67,1,90,N,N,N,N,EF-021,EF-021,0,0,0
TA-09485,SP-0046,27.2,3.2,173,3,70,N,N,N,N,EF-021,EF-021,0,0,0
TA-09486,SP-0046,34,4,248,5,90,N,N,N,N,EF-021,EF-021,0,0,0
TA-09487,SP-0046,34,4,249,5,90,N,N,N,N,EF-021,EF-021,0,0,0
TA-09488,NA,17.48,2.41,210,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09489,NA,17.48,2.41,222,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09490,SP-0046,34,4,104,3,90,N,N,N,N,EF-021,EF-021,0,0,0
TA-09491,SP-0029,25.4,1.65,31,2,50.8,Y,Y,N,N,EF-003,EF-003,0,0,0
TA-09492,SP-0029,25.4,1.65,135,6,50.8,Y,Y,N,Y,EF-003,EF-003,0,0,0
TA-09493,SP-0029,15.88,1.24,36,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09494,SP-0029,19.05,1.24,91,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09495,SP-0028,6.35,0.89,185,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09496,SP-0028,6.35,0.89,86,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09497,SP-0028,6.35,0.89,86,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09498,SP-0028,6.35,0.89,139,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09499,SP-0028,6.35,0.89,165,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09500,SP-0028,6.35,0.89,165,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09501,SP-0028,6.35,0.89,178,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09502,SP-0028,6.35,0.89,132,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09503,SP-0028,6.35,0.89,132,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09504,SP-0029,19.05,1.24,64,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09505,SP-0037,6.35,0.89,12,1,12.7,N,N,N,N,EF-008,EF-017,0,0,0
TA-09506,SP-0037,127,1.65,38,2,127,N,Y,Y,Y,EF-015,NONE,1,0,0
TA-09507,SP-0037,127,1.65,38,2,127,Y,Y,Y,Y,EF-015,NONE,1,0,0
TA-09508,SP-0037,101.6,1.65,19,2,101.6,Y,Y,Y,Y,EF-015,NONE,0,0,0
TA-09509,SP-0029,9.52,0.89,19,2,31.75,N,Y,N,Y,EF-003,EF-003,0,0,0
TA-09510,SP-0029,9.52,0.89,53,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-09511,SP-0029,9.52,0.89,38,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09512,SP-0029,19.05,1.65,103,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09513,SP-0029,19.05,1.65,91,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09514,SP-0035,12.7,1.65,297,0,0,N,N,N,N,EF-018,EF-018,0,0,0
TA-09515,SP-0035,12.7,1.65,248,0,0,N,N,N,N,EF-018,EF-018,0,0,0
TA-09516,SP-0035,15.88,1.65,189,11,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09517,SP-0035,15.88,1.65,90,5,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-09518,SP-0035,15.88,1.65,74,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09519,SP-0035,6.35,0.89,94,6,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-09520,SP-0037,6.35,0.89,47,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09521,SP-0037,6.35,0.89,45,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-09522,SP-0037,6.35,0.89,43,3,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-09523,SP-0028,34.92,1.65,127,5,63.5,N,Y,N,N,EF-003,EF-009,0,0,0
TA-09524,SP-0028,12.7,0.89,58,2,127,N,N,N,N,EF-003,EF-017,0,1,1
TA-09525,SP-0029,25.4,1.65,45,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09526,SP-0035,6.35,0.89,46,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09527,SP-0035,12.7,1.24,228,8,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
TA-09528,SP-0038,63.5,1.65,19,0,0,N,N,N,N,EF-009,EF-009,0,0,0
TA-09529,SP-0038,57.15,1.65,110,4,76.2,Y,Y,N,Y,EF-018,EF-018,0,0,0
TA-09530,SP-0038,15.88,1.65,101,0,0,N,N,N,N,EF-018,EF-018,0,0,0
TA-09531,SP-0038,15.88,1.65,63,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0
TA-09532,SP-0038,15.88,1.65,62,2,50.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-09533,SP-0038,25.4,1.65,94,4,50.8,N,N,N,N,EF-009,EF-009,0,0,0
TA-09534,SP-0038,25.4,1.65,69,4,50.8,N,N,N,N,EF-009,EF-009,0,0,0
TA-09535,SP-0038,25.4,1.65,73,4,50.8,N,N,N,N,EF-009,EF-009,0,0,0
TA-09536,SP-0038,88.9,1.65,33,2,88.9,Y,Y,Y,Y,EF-009,EF-009,0,0,0
TA-09537,SP-0038,15.88,1.65,94,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09538,SP-0038,15.88,1.65,25,2,38.1,N,Y,N,N,EF-018,EF-018,0,0,0
TA-09539,SP-0038,15.88,1.65,33,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09540,SP-0038,15.88,1.65,33,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09541,SP-0038,15.88,1.65,94,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09542,SP-0038,15.88,1.65,95,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09543,SP-0038,15.88,1.65,43,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09544,SP-0038,15.88,1.65,43,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09545,SP-0035,6.35,0.89,112,7,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-09546,SP-0038,15.88,1.65,98,8,50.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-09547,SP-0038,15.88,1.65,82,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09548,SP-0038,15.88,1.65,149,7,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09549,SP-0038,15.88,1.65,151,8,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09550,SP-0038,76.2,1.65,21,0,0,N,N,N,N,EF-009,EF-009,0,0,0
TA-09551,SP-0029,19.05,2.11,29,3,50.8,N,N,Y,Y,EF-003,EF-003,0,0,0
TA-09552,SP-0029,19.05,1.65,75,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09553,SP-0029,19.05,1.65,92,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09554,SP-0029,19.05,1.65,36,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09555,SP-0029,19.05,1.65,28,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09556,SP-0028,12.7,0.89,91,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09557,SP-0028,12.7,0.89,69,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09558,SP-0028,12.7,0.89,68,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09559,SP-0028,12.7,0.89,60,0,0,N,N,N,N,EF-003,EF-003,0,0,0
TA-09560,SP-0029,15.88,1.65,15,1,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09561,SP-0029,15.88,1.65,41,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09562,SP-0029,19.05,1.65,165,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09563,SP-0029,19.05,1.65,173,8,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09564,SP-0028,12.7,0.89,82,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09565,SP-0028,12.7,0.89,120,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09566,SP-0029,9.52,1.24,45,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09567,SP-0029,15.88,1.65,54,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09568,SP-0029,15.88,1.65,21,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09569,SP-0029,12.7,1.65,49,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09570,SP-0029,12.7,0.89,48,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09571,SP-0037,6.35,0.89,16,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09572,SP-0037,6.35,0.89,17,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09573,SP-0029,12.7,3.05,53,4,25.4,N,Y,N,N,EF-003,EF-003,0,0,0
TA-09574,SP-0029,12.7,3.05,53,4,25.4,N,Y,N,N,EF-003,EF-003,0,0,0
TA-09575,SP-0029,12.7,2.11,161,10,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09576,SP-0029,12.7,1.65,119,9,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09577,SP-0029,12.7,1.65,117,9,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09578,SP-0029,12.7,2.11,282,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09579,SP-0029,152.4,1.65,86,2,152.4,N,Y,Y,Y,EF-017,EF-017,0,0,0
TA-09580,SP-0029,15.88,1.65,214,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09581,SP-0029,15.88,1.65,214,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09582,SP-0029,15.88,1.65,213,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09583,SP-0029,15.88,1.65,213,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09584,SP-0029,25.4,3.05,37,3,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
TA-09585,SP-0035,12.7,1.65,66,6,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09586,SP-0035,12.7,1.65,29,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09587,SP-0029,19.05,1.65,41,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09588,SP-0029,15.88,1.65,46,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09589,SP-0029,19.05,1.65,244,9,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09590,SP-0029,15.88,1.65,176,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09591,SP-0028,34.92,1.65,93,6,63.5,N,Y,N,Y,EF-003,EF-009,0,0,0
TA-09592,SP-0035,15.88,1.65,25,2,38.1,N,N,N,N,EF-018,NONE,0,0,0
TA-09593,SP-0037,6.35,0.89,15,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09594,SP-0037,6.35,0.89,14,2,12.7,N,N,N,N,EF-008,EF-008,0,0,0
TA-09595,SP-0029,12.7,1.65,42,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09596,SP-0029,9.52,1.65,60,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-09597,SP-0029,12.7,1.65,49,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09598,SP-0029,12.7,1.65,25,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09599,SP-0029,12.7,1.65,68,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09600,SP-0029,12.7,1.65,64,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09601,SP-0029,9.52,1.65,55,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-09602,SP-0029,12.7,1.65,62,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09603,SP-0029,25.4,1.65,104,6,38.1,N,Y,N,Y,EF-003,EF-003,0,0,0
TA-09604,SP-0028,50.8,1.65,124,2,127,N,N,N,N,EF-003,EF-003,1,0,0
TA-09605,SP-0037,127,1.65,21,2,127,Y,Y,Y,Y,EF-015,EF-023,1,0,0
TA-09606,SP-0029,88.9,1.65,50,0,0,N,N,N,N,EF-009,EF-009,0,0,0
TA-09607,SP-0029,88.9,1.65,83,0,0,N,N,N,N,NONE,NONE,0,0,0
TA-09608,SP-0029,15.88,1.24,122,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-09609,SP-0028,25.4,1.65,23,2,38.1,N,Y,Y,Y,EF-009,EF-010,0,0,0
TA-09610,SP-0029,15.88,1.65,152,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09611,SP-0029,15.88,1.65,153,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09612,SP-0029,76.2,1.65,30,1,101.6,N,Y,Y,Y,EF-012,EF-023,0,0,0
TA-09613,SP-0029,101.6,1.65,35,0,0,N,N,N,N,EF-017,EF-017,0,0,0
TA-09614,SP-0028,63.5,1.65,84,3,127,N,N,Y,Y,EF-017,EF-017,0,0,0
TA-09615,SP-0029,25.4,1.65,108,2,50.8,N,N,N,N,EF-017,EF-017,0,0,0
TA-09616,SP-0037,6.35,0.89,14,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09617,SP-0037,6.35,0.89,14,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09618,SP-0029,152.4,1.65,188,2,152.4,N,N,N,Y,EF-017,EF-017,0,0,0
TA-09619,SP-0035,12.7,1.24,82,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09620,SP-0035,12.7,1.24,114,8,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09621,SP-0035,12.7,1.24,60,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09622,SP-0035,12.7,1.24,16,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-09623,SP-0035,12.7,1.24,26,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09624,SP-0035,12.7,1.24,24,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09625,SP-0035,12.7,1.24,111,7,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-09626,SP-0038,63.5,1.65,62,0,0,N,N,N,N,EF-009,EF-009,0,0,0
TA-09627,SP-0038,88.9,1.65,148,4,152.4,Y,Y,N,N,EF-009,EF-009,0,0,0
TA-09628,SP-0035,12.7,1.65,57,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09629,SP-0035,6.35,0.89,87,5,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-09630,SP-0035,6.35,0.89,44,4,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-09631,SP-0035,6.35,0.89,46,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-09632,SP-0029,88.9,1.65,149,2,101.6,N,N,N,Y,EF-009,EF-009,1,0,0
TA-09633,SP-0037,12.7,1.65,57,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-09634,SP-0038,6.35,0.89,87,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09635,SP-0038,6.35,0.89,44,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09636,SP-0038,6.35,0.89,46,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-09637,SP-0038,57.15,1.65,120,4,76.2,Y,Y,N,N,EF-009,EF-009,0,0,0
TA-09638,SP-0046,34,4,25,2,90,N,Y,N,N,EF-021,EF-021,0,0,0
TA-09639,SP-0035,25.4,1.65,112,4,50.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-09640,SP-0029,19.05,1.65,119,5,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
TA-09641,SP-0046,12,1.5,262,5,30,N,N,N,N,EF-003,EF-003,0,0,0
TA-09642,SP-0046,12,1.5,266,7,30,N,N,N,N,EF-003,EF-003,0,0,0
TA-09643,SP-0046,12,1.5,299,7,30,N,N,N,N,EF-003,EF-003,0,0,0
