component_id,name,component_type_id
C-1565,ADAPTER-O SUPPL,CP-010
C-1566,ELBOW,CP-010
C-1567,CLIP,OTHER
C-1568,FLANGE,CP-003
C-1569,TUBE AS,OTHER
C-1570,ADAPTER,OTHER
C-1571,SLEEVE,OTHER
C-1572,TUBE AS,OTHER
C-1573,FLANGE,OTHER
C-1574,ORIFICE,OTHER
C-1575,ELBOW,CP-010
C-1576,ELBOW,CP-008
C-1577,NUT-FLARED,CP-026
C-1578,CONNECTOR,CP-014
C-1579,BOSS,CP-018
C-1580,BOSS,CP-027
C-1581,TUBE,OTHER
C-1582,PIN,OTHER
C-1583,ADAPTER-STR,CP-028
C-1584,FLANGE-CAPTIVE,CP-022
C-1585,PLUG,CP-012
C-1586,PLUG,CP-012
C-1587,PLUG,CP-012
C-1588,PLUG,CP-012
C-1589,PLUG,CP-012
C-1590,FLANGE-ONE PIECE,CP-002
C-1591,FLANGE-ONE PIEC,CP-002
C-1592,FLANGE-ONE PIEC,CP-002
C-1593,ELBOW,CP-015
C-1594,FLANGE-ONE PIEC,CP-002
C-1595,BOLT,OTHER
C-1596,NUT-A/C,OTHER
C-1597,BOLT-HEX HEAD,OTHER
C-1598,ELBOW-HYDRAULIC,CP-011
C-1599,ELBOW-HYDRAULIC,CP-011
C-1600,ELBOW-HYDRAULIC,CP-011
C-1601,ELBOW-HYDRAULIC,CP-011
C-1602,ELBOW-HYDRAULIC,CP-011
C-1603,ELBOW-HYDRAULIC,CP-011
C-1604,ELBOW-HYDRAULIC,CP-011
C-1605,ELBOW-HYDRAULIC,CP-011
C-1606,ELBOW-HYDRAULIC,CP-011
C-1607,ELBOW-HYDRAULIC,CP-011
C-1608,ELBOW-HYDRAULIC,CP-011
C-1609,ELBOW-HYDRAULIC,CP-011
C-1610,ELBOW-HYDRAULIC,CP-011
C-1611,ELBOW-HYDRAULIC,CP-011
C-1612,ELBOW-HYDRAULIC,CP-011
C-1613,ELBOW-HYDRAULIC,CP-011
C-1614,FLANGE,CP-003
C-1615,FLANGE,CP-003
C-1616,FLANGE-ONE PIEC,CP-002
C-1617,FLANGE-ONE PIECE,CP-002
C-1618,SEAL-O-RING-ORFS,OTHER
C-1619,SEAL-O-RING-ORFS,OTHER
C-1620,NUT-SWIVEL,CP-025
C-1621,NUT-SWIVEL,CP-025
C-1622,NUT-SWIVEL,CP-025
C-1623,NUT-SWIVEL,CP-025
C-1624,NUT-SWIVEL,CP-025
C-1625,NUT-SWIVEL,CP-025
C-1626,NUT-SWIVEL,CP-025
C-1627,SLEEVE-ORFS,CP-024
C-1628,SLEEVE-ORFS,CP-024
C-1629,SLEEVE-ORFS,CP-024
C-1630,SLEEVE-ORFS,CP-024
C-1631,SLEEVE-ORFS,CP-024
C-1632,SLEEVE-ORFS,CP-024
C-1633,SLEEVE-ORFS,CP-024
C-1634,ADAPTER-STR,CP-028
C-1635,SLEEVE-FACE SEAL,CP-024
C-1636,ELBOW-HYDRAULIC,CP-011
C-1637,CONNECTOR-SEAL,CP-014
C-1638,CONNECTOR-SEAL,CP-014
C-1639,CONNECTOR-SEAL,CP-014
C-1640,CONNECTOR-SEAL,CP-014
C-1641,CONNECTOR-SEAL,CP-014
C-1642,CONNECTOR-SEAL,CP-014
C-1643,CONNECTOR-ORFS,CP-014
C-1644,CONNECTOR-SEAL,CP-014
C-1645,CONNECTOR-SEAL,CP-014
C-1646,CONNECTOR-SEAL,CP-014
C-1647,CONNECTOR-SEAL,CP-014
C-1648,CONNECTOR-SEAL,CP-014
C-1649,CONNECTOR-SEAL,CP-014
C-1650,CONNECTOR-SEAL,CP-014
C-1651,NUT-SWIVEL,OTHER
C-1652,SLEEVE-REDUCER,CP-024
C-1653,SLEEVE-REDUCER,CP-024
C-1654,SLEEVE-REDUCER,CP-024
C-1655,SLEEVE-REDUCER,CP-024
C-1656,SLEEVE-REDUCER,CP-024
C-1657,SLEEVE-REDUCER,CP-024
C-1658,SLEEVE-REDUCER,CP-024
C-1659,SLEEVE-REDUCER,CP-024
C-1660,SLEEEVE-REDUCER,CP-024
C-1661,SLEEVE-REDUCER,CP-024
C-1662,CAP-ORFS,OTHER
C-1663,CONNECTOR-BHD,OTHER
C-1664,FLANGE,OTHER
C-1665,FLANGE,CP-003
C-1666,MANIFOLD,OTHER
C-1667,PLATE,OTHER
C-1668,ADAPTER,OTHER
C-1669,LUG,OTHER
C-1670,FLANGE,CP-004
C-1671,WASHER-FUEL INJ,OTHER
C-1672,WASHER-FUEL INJ,OTHER
C-1673,FLANGE-SPL,CP-004
C-1674,NUT-FUEL INJ,OTHER
C-1675,TUBE AS-FUEL IN,OTHER
C-1676,TUBE AS-FUEL IN,OTHER
C-1677,NUT-FUEL INJ,OTHER
C-1678,FLANGE,CP-004
C-1679,BRACKET,OTHER
C-1680,FLANGE,CP-004
C-1681,HOUSING,CP-010
C-1682,FLANGE,CP-003
C-1683,FLANGE,CP-003
C-1684,FLANGE,CP-003
C-1685,FLANGE,CP-003
C-1686,ELBOW,CP-008
C-1687,FLANGE,CP-003
C-1688,NUT-F INJ LINE,OTHER
C-1689,COLLAR,OTHER
C-1690,ELBOW,OTHER
C-1691,ELBOW,OTHER
C-1692,SPACER,OTHER
C-1693,PLATE,OTHER
C-1694,BOSS,CP-027
C-1695,ADAPTER,CP-028
C-1696,ADAPTER,OTHER
C-1697,BOSS,CP-018
C-1698,BOSS,CP-018
C-1699,BOSS,CP-018
C-1700,ELBOW-SWIVEL,CP-015
C-1701,COUPLING AS,CP-014
C-1702,ELBOW-SWIVEL,CP-015
C-1703,SLEEVE-ORFS,CP-024
C-1704,COUPLING AS,CP-014
C-1705,FLANGE,CP-001
C-1706,FLANGE-ONE PIECE,CP-002
C-1707,FITTING,CP-018
C-1708,FITTING,CP-018
C-1709,PLUG,OTHER
C-1710,CONNECTOR-SPL,CP-014
C-1711,HEAD-FLANGED,CP-006
C-1712,HEAD-FLANGED,CP-006
C-1713,RING,CP-007
C-1714,CONNECTOR-FLARE,CP-014
C-1715,CONNECTOR-FLARE,CP-014
C-1716,CONNECTOR-SPL,CP-014
C-1717,HEAD-FLANGED,CP-007
C-1718,CONNECTOR,CP-014
C-1719,FLANGE,CP-004
C-1720,HEAD-FLANGED,CP-007
C-1721,HEAD-FLANGED,CP-007
C-1722,FITTING,CP-014
C-1723,FITTING,CP-014
C-1724,CONNECTOR-SPL,CP-014
C-1725,BOSS,CP-018
C-1726,ELBOW,CP-008
C-1727,ELBOW-37 (DEG),CP-015
C-1728,CONNECTOR,CP-014
C-1729,BOSS,CP-018
C-1730,ELBOW,OTHER
C-1731,BOSS,CP-018
C-1732,CLAMP,OTHER
C-1733,ELBOW,CP-010
C-1734,FLANGE,CP-004
C-1735,ADAPTER-OIL LIN,OTHER
C-1736,FLANGE,CP-004
C-1737,SEAL-O-RING,OTHER
C-1738,FLANGE,OTHER
C-1739,FLANGE,CP-004
C-1740,FLANGE,CP-004
C-1741,ELBOW,OTHER
C-1742,CLIP,OTHER
C-1743,FITTING,CP-014
C-1744,ELBOW,CP-008
C-1745,LINK,OTHER
C-1746,FLANGE-ONE PIEC,CP-002
C-1747,FLANGE-ONE PIECE,CP-002
C-1748,PLUG-CUP,OTHER
C-1749,FLANGE,CP-004
C-1750,FLANGE,CP-004
C-1751,PLATE,OTHER
C-1752,ELBOW-MANF IN,OTHER
C-1753,BLOCK,OTHER
C-1754,TUBE,OTHER
C-1755,TUBE AS-IN,OTHER
C-1756,NUT-FUEL INJ,OTHER
C-1757,TUBE AS,OTHER
C-1758,CONNECTOR,CP-014
C-1759,ELBOW-HYDRAULIC,CP-011
C-1760,NUT-ORFS,CP-025
C-1761,CONNECTOR-BHD,CP-014
C-1762,FLANGE-ONE PIECE,CP-002
C-1763,FLANGE-ONE PIECE,CP-002
C-1764,BOSS,CP-018
C-1765,PLATE,OTHER
C-1766,PLATE,OTHER
C-1767,CONNECTOR-WELD,CP-014
C-1768,FLANGE-WELD,CP-001
C-1769,ELB,CP-009
C-1770,FLANGE,CP-001
C-1771,FLANGE,CP-003
C-1772,FLANGE-WELD,CP-001
C-1773,FLANGE,CP-001
C-1774,FLANGE-WELD,CP-009
C-1775,FLANGE-ONE PIEC,CP-001
C-1776,COUPLING AS,CP-014
C-1777,CONNECTOR,CP-014
C-1778,CONNECTOR,CP-015
C-1779,COUPLING AS,CP-014
C-1780,BOSS,CP-018
C-1781,CONNECTOR-WELD,CP-014
C-1782,ELBOW,CP-009
C-1783,ELBOW,CP-009
C-1784,FLANGE-ONE PIEC,CP-001
C-1785,FLANGE,CP-001
C-1786,ELBOW,CP-009
C-1787,JOINT-T,OTHER
C-1788,FLANGE,CP-009
C-1789,CONNECTOR,CP-014
C-1790,ELBOW,CP-015
C-1791,COUPLING AS,OTHER
C-1792,FLANGE,CP-001
C-1793,BOSS,CP-027
C-1794,LUG,OTHER
C-1795,FLANGE-ONE PIEC,CP-002
C-1796,FLANGE-ONE PIECE,CP-002
C-1797,TEE-UNION,OTHER
C-1798,FLANGE-ONE PIEC,CP-002
C-1799,CONNECTOR-SEAL,OTHER
C-1800,ELBOW-90 DEG,OTHER
C-1801,FLANGE-ONE PIEC,CP-002
C-1802,CONNECTOR,CP-014
C-1803,ELBOW-HYDRAULIC,CP-011
C-1804,FLANGE-ONE PIEC,CP-005
C-1805,FLANGE-ONE PIEC,CP-002
C-1806,FLANGE-ONE PIEC,CP-002
C-1807,FLANGE-ONE PIEC,CP-002
C-1808,ELBOW-90 DEGREE,CP-015
C-1809,TEE-HYDRAULIC,OTHER
C-1810,COUPLER-QDISC,OTHER
C-1811,FLANGE,CP-003
C-1812,BOSS,CP-028
C-1813,RIVET-BLIND,OTHER
C-1814,PLUG-CUP,OTHER
C-1815,PLUG-ORIFICE,OTHER
C-1816,ELBOW,CP-008
C-1817,FITTING-NUT,OTHER
C-1818,FITTING-NUT,OTHER
C-1819,ELBOW,CP-010
C-1820,ELBOW,CP-008
C-1821,ELBOW,CP-008
C-1822,PLATE,OTHER
C-1823,FLANGE,OTHER
C-1824,ELBOW,OTHER
C-1825,FILLER,OTHER
C-1826,ELBOW,CP-008
C-1827,NUT-TUBE,OTHER
C-1828,PLUG-O-RING,CP-028
C-1829,ELBOW,CP-011
C-1830,TEE-HYDRAULIC,OTHER
C-1831,STUD-WELD,OTHER
C-1832,DISC,OTHER
C-1833,BOSS,CP-018
C-1834,FLANGE,CP-004
C-1835,PLUG-DETENT,OTHER
C-1836,TEE-FLARED,CP-016
C-1837,TEE-FLARED,CP-016
C-1838,HEAD-FLANGED,OTHER
C-1839,BOSS,CP-018
C-1840,ELBOW-FLARED,CP-015
C-1841,CONNECTOR,CP-014
C-1842,BLOCK,CP-008
C-1843,FLANGE,CP-003
C-1844,SEAL-O-RING,OTHER
C-1845,NUT,CP-026
C-1846,SLEEVE-FLARED,CP-024
C-1847,CLIP,OTHER
C-1848,NUT-FLARED,CP-026
C-1849,FLANGE,CP-004
C-1850,ADAPTER-OIL LIN,OTHER
C-1851,ORIFICE,OTHER
C-1852,SCREEN-PUMP TUBE,OTHER
C-1853,ELBOW,CP-010
C-1854,FLANGE,CP-004
C-1855,FLANGE,CP-004
C-1856,ADAPTER-OIL LIN,OTHER
C-1857,NUT-MALE PIPE,OTHER
C-1858,LUG,OTHER
C-1859,HEAD-FLANGED,OTHER
C-1860,FITTING,OTHER
C-1861,RIVET,OTHER
C-1862,BOSS,CP-018
C-1863,ELBOW,CP-010
C-1864,CONNECTOR-FLARE,CP-014
C-1865,TEE-HYDRAULIC,OTHER
C-1866,SLEEVE-ORFS,CP-024
C-1867,NUT-SWIVEL,CP-025
C-1868,ADAPTER-ELBOW,CP-029
C-1869,CONNECTOR-SPL,CP-014
C-1870,CONNECTOR-ORFS,CP-014
C-1871,FLANGE-ONE PIEC,OTHER
C-1872,PLUG,CP-012
C-1873,ADAPTER-O RING,CP-014
C-1874,NUT-WELD,OTHER
C-1875,NUT-WELD,OTHER
C-1876,BOSS-WELD,OTHER
C-1877,ELBOW-90 (DEG),CP-015
C-1878,STUD-WELD,OTHER
C-1879,CONNECTOR-O-RIN,CP-014
C-1880,FLANGE-ONE PIEC,CP-002
C-1881,FLANGE-ONE PC,CP-002
C-1882,FLANGE-ONE PC,CP-002
C-1883,FLANGE-ONE PC,CP-002
C-1884,FLANGE-ONE PC,CP-002
C-1885,CONNECTOR-ORFS,CP-014
C-1886,FLANGE-ONE PIEC,CP-002
C-1887,FLANGE-ONE PIEC,CP-002
C-1888,ELBOW-90 DEGREE,CP-015
C-1889,CONNECTOR-WELD,CP-014
C-1890,FLANGE-ONE PC,CP-002
C-1891,PLUG-NPTF,OTHER
C-1892,ELBOW-90 (DEG),CP-015
C-1893,FLANGE-ONE PIEC,CP-002
C-1894,HEAD-FLANGED,CP-007
C-1895,FLANGE-ONE PIEC,CP-002
C-1896,ELBOW,CP-010
C-1897,FLANGE-ONE PIEC,CP-006
C-1898,STUD-WELD,OTHER
C-1899,ELBOW-HYDRAULIC,CP-011
C-1900,HEAD-FLANGED,CP-007
C-1901,FLANGE-ONE PIECE,CP-002
C-1902,CONNECTOR-ORFS,CP-014
C-1903,CONNECTOR,CP-014
C-1904,FLANGE-ONE PIEC,CP-002
C-1905,ELBOW-HYDRAULIC,CP-011
C-1906,ELBOW-90 DEGREE,CP-015
C-1907,CONNECTOR,CP-014
C-1908,CONNECTOR-ORFS,CP-014
C-1909,CONNECTOR,CP-014
C-1910,CONNECTOR-ORFS,CP-014
C-1911,ELBOW-90 (DEG),CP-015
C-1912,TEE,CP-016
C-1913,CONNECTOR,CP-014
C-1914,BLOCK,OTHER
C-1915,TUBE AS,OTHER
C-1916,TUBE AS,OTHER
C-1917,BLOCK,OTHER
C-1918,TUBE AS,OTHER
C-1919,BLOCK,CP-019
C-1920,PLATE,OTHER
C-1921,PLATE,OTHER
C-1922,BLOCK,OTHER
C-1923,FITTING,OTHER
C-1924,BOSS,CP-018
C-1925,BOSS,CP-018
C-1926,PLATE,OTHER
C-1927,BOSS,CP-027
C-1928,BOSS,CP-018
C-1929,FITTING,OTHER
C-1930,TUBE,OTHER
C-1931,ELBOW,CP-008
C-1932,PLATE,OTHER
C-1933,ELBOW,OTHER
C-1934,ELBOW,OTHER
C-1935,ELBOW,CP-008
C-1936,BLOCK,CP-014
C-1937,NUT-WELD,OTHER
C-1938,BLOCK,OTHER
C-1939,SCREW-BLEEDER,OTHER
C-1940,NUT-WELD,OTHER
C-1941,COLLAR-O-RING,OTHER
C-1942,PLATE,OTHER
C-1943,FLANGE,CP-004
C-1944,CLIP,OTHER
C-1945,CLIP,OTHER
C-1946,FLANGE,CP-003
C-1947,FLANGE,CP-003
C-1948,ELBOW-WATER,CP-008
C-1949,WASHER,OTHER
C-1950,NUT-INJ LINE,OTHER
C-1951,ELBOW,CP-010
C-1952,FITTING-FLARED,CP-026
C-1953,FLANGE,CP-004
C-1954,ADAPTER,OTHER
C-1955,SCREEN AS,OTHER
C-1956,FLANGE,CP-004
C-1957,ELBOW,OTHER
C-1958,FLANGE-ONE PIEC,CP-003
C-1959,BRACKET,OTHER
C-1960,ADAPTER-EXH PIP,OTHER
C-1961,PIN-DOWEL,OTHER
C-1962,BOSS,CP-027
C-1963,BOSS,CP-027
C-1964,BOSS,CP-027
C-1965,BOSS,CP-027
C-1966,BOSS,CP-027
C-1967,BOSS,CP-027
C-1968,BOSS,CP-027
C-1969,BOSS,CP-027
C-1970,BOSS,CP-018
C-1971,PLUG-STOR,OTHER
C-1972,PLUG-STOR,OTHER
C-1973,BOSS-OUTLET,CP-018
C-1974,BOSS,CP-018
C-1975,NUT-FLARED,CP-028
C-1976,CONNECTOR-FLARE,CP-014
C-1977,NUT-FULL,OTHER
C-1978,COUPLING AS,OTHER
C-1979,PLUG-STOR,OTHER
C-1980,BOSS,CP-027
C-1981,BOSS,OTHER
C-1982,PLATE,OTHER
C-1983,FLANGE,CP-004
C-1984,PLATE,OTHER
C-1985,PLATE,OTHER
C-1986,FLANGE,CP-003
C-1987,PLATE,OTHER
C-1988,BOSS,CP-018
C-1989,ELBOW,CP-009
C-1990,BOSS,CP-018
C-1991,TEE,OTHER
C-1992,ELBOW,CP-008
C-1993,BOSS,OTHER
C-1994,ELBOW-90 DEGREES,CP-015
C-1995,ELBOW-90 DEGREE,CP-015
C-1996,FLANGE-TWO BOLT,CP-004
C-1997,FLANGE-ONE PIEC,CP-002
C-1998,ELBOW-90 DEG,CP-015
C-1999,HEAD-FLANGED,CP-007
C-2000,FLANGE-ONE PIECE,CP-002
C-2001,ELBOW-90 DEG,CP-015
C-2002,ELBOW-90 DEG,CP-015
C-2003,ELBOW-90 DEG,CP-015
C-2004,ELBOW-90 DEG,CP-015
C-2005,ELBOW-90 DEG,CP-015
C-2006,ELBOW-90 DEG,CP-015
C-2007,ELBOW-90 DEG,CP-015
C-2008,ELBOW-90 DEG,CP-015
C-2009,FLANGE-ONE PIECE,CP-002
C-2010,ELBOW-HYDRAULIC,CP-011
C-2011,COUPLING,OTHER
C-2012,COUPLING,OTHER
C-2013,COUPLING,OTHER
C-2014,COUPLING,OTHER
C-2015,FLANGE-ONE PIEC,CP-002
C-2016,FLANGE-ONE PIECE,CP-002
C-2017,FLANGE-ONE PIEC,CP-002
C-2018,FLANGE-ONE PIECE,CP-002
C-2019,FLANGE-HYDRAULIC,CP-002
C-2020,FLANGE-ONE PIEC,CP-002
C-2021,FLANGE-ONE PIECE,CP-002
C-2022,FLANGE-ONE PIECE,CP-002
C-2023,FLANGE-ONE PIEC,CP-002
C-2024,ELBOW-HYDRAULIC,CP-011
C-2025,NUT-SWIVEL,CP-025
C-2026,NUT-SWIVEL,CP-025
C-2027,NUT-SWIVEL,CP-025
C-2028,NUT-SWIVEL,CP-025
C-2029,NUT-SWIVEL,CP-025
C-2030,NUT-SWIVEL,CP-025
C-2031,ELBOW-HYDRAULIC,CP-011
C-2032,ELBOW-90 DEG,CP-015
C-2033,ELBOW-90 DEG,CP-015
C-2034,HEAD-FLANGED,CP-007
C-2035,SLEEVE-ORIFICE,CP-024
C-2036,SEAL-O-RING,OTHER
C-2037,SEAL-O-RING,OTHER
C-2038,BOSS-WELD,OTHER
C-2039,TUBE AS-FUEL IN,OTHER
C-2040,TUBE AS-FUEL IN,OTHER
C-2041,TUBE AS-FUEL IN,OTHER
C-2042,BOSS,OTHER
C-2043,FLANGE,CP-004
C-2044,ADAPTER-INLET,CP-006
C-2045,ADAPTER-INLET,OTHER
C-2046,SLEEVE,OTHER
C-2047,FLANGE,OTHER
