id,log_feature,volume
11683,feature 55,2
15093,feature 156,1
15093,feature 41,1
1616,feature 55,2
1616,feature 380,1
1616,feature 219,1
1616,feature 295,1
1616,feature 134,1
1616,feature 171,2
6415,feature 171,1
6415,feature 55,1
14891,feature 134,1
14891,feature 219,1
14599,feature 55,1
14599,feature 171,1
8144,feature 55,2
8144,feature 171,1
7867,feature 359,1
601,feature 134,2
601,feature 219,2
3438,feature 219,1
3438,feature 134,1
5929,feature 171,2
5929,feature 55,2
8543,feature 359,1
4096,feature 219,1
4096,feature 134,1
9623,feature 55,1
8415,feature 55,2
8415,feature 171,2
11028,feature 359,1
11028,feature 171,1
11028,feature 55,1
13639,feature 55,1
13639,feature 171,2
15046,feature 135,1
15046,feature 220,1
16985,feature 134,1
16985,feature 219,1
16985,feature 135,1
5452,feature 55,3
5452,feature 171,3
17794,feature 171,2
165,feature 55,1
398,feature 171,1
398,feature 55,2
1952,feature 135,1
1952,feature 220,1
6409,feature 41,1
6409,feature 156,1
7113,feature 55,1
6924,feature 55,1
11983,feature 134,1
11983,feature 219,1
11983,feature 171,3
11983,feature 55,2
11458,feature 171,2
11458,feature 55,2
11458,feature 134,1
11458,feature 219,1
1215,feature 134,3
1215,feature 219,3
12796,feature 134,1
12796,feature 219,1
17233,feature 219,2
17233,feature 134,2
10595,feature 171,2
10595,feature 219,1
10595,feature 134,1
10595,feature 55,1
10657,feature 55,1
17637,feature 359,1
173,feature 359,1
173,feature 361,1
18467,feature 55,1
5279,feature 219,1
5279,feature 134,1
2341,feature 359,1
4314,feature 219,1
4314,feature 134,1
2507,feature 171,1
2507,feature 55,2
4304,feature 219,1
4304,feature 135,1
4304,feature 134,2
4304,feature 220,1
14028,feature 55,1
10788,feature 55,1
4166,feature 171,4
4166,feature 41,1
4166,feature 55,2
4166,feature 156,1
1441,feature 219,1
1441,feature 55,7
1441,feature 171,7
1441,feature 134,1
2326,feature 153,1
6647,feature 133,1
11076,feature 153,1
11076,feature 240,1
12681,feature 200,2
12681,feature 167,1
12681,feature 171,21
13487,feature 132,1
16075,feature 361,4
16075,feature 359,3
9955,feature 361,15
9955,feature 359,16
1641,feature 359,1
1641,feature 361,1
4855,feature 359,8
4855,feature 361,9
14000,feature 359,8
14000,feature 361,8
11867,feature 361,3
11867,feature 359,3
7058,feature 171,22
7058,feature 200,2
5836,feature 200,2
5836,feature 171,22
11353,feature 154,1
11353,feature 39,1
17796,feature 361,4
17796,feature 359,4
17776,feature 359,6
17776,feature 361,6
18035,feature 361,1
18035,feature 359,1
17411,feature 359,2
17411,feature 361,2
7510,feature 361,5
7510,feature 359,5
1634,feature 359,3
1634,feature 361,3
7939,feature 134,1
7939,feature 219,1
4435,feature 171,1
4435,feature 55,1
17663,feature 200,2
17663,feature 171,20
17663,feature 167,1
6686,feature 37,1
4904,feature 55,6
4904,feature 191,2
4904,feature 140,1
4904,feature 171,10
4904,feature 70,1
9906,feature 171,11
9906,feature 55,13
16939,feature 79,1
16939,feature 200,2
5946,feature 280,1
15148,feature 171,9
15148,feature 191,1
15148,feature 140,1
15148,feature 70,2
15148,feature 55,7
2797,feature 171,7
2797,feature 55,8
11749,feature 279,1
11749,feature 280,1
13885,feature 134,1
13885,feature 55,4
13885,feature 219,1
13885,feature 171,4
5931,feature 171,22
5931,feature 55,36
6886,feature 55,6
16604,feature 55,3
16604,feature 219,1
16604,feature 171,4
16604,feature 134,1
16723,feature 171,23
16723,feature 55,36
10426,feature 55,6
10968,feature 7,1
10968,feature 140,1
10968,feature 55,13
10968,feature 191,1
10968,feature 171,14
18009,feature 55,2
8872,feature 171,1
8872,feature 55,10
4122,feature 55,10
4122,feature 191,1
4122,feature 70,1
4122,feature 171,13
4122,feature 140,1
17109,feature 55,2
2225,feature 55,6
2225,feature 171,1
12567,feature 219,1
12567,feature 171,17
12567,feature 134,1
12567,feature 55,39
18217,feature 171,2
18217,feature 55,2
14717,feature 171,1
14717,feature 55,2
17610,feature 55,3
4373,feature 55,1
14841,feature 55,6
3964,feature 55,39
3964,feature 171,15
9401,feature 55,2
9401,feature 171,2
757,feature 55,1
17915,feature 171,1
17915,feature 55,2
4999,feature 55,4
117,feature 55,2
7738,feature 55,6
14874,feature 68,1
14874,feature 166,1
4485,feature 50,1
10655,feature 219,1
10655,feature 134,1
14119,feature 205,1
14119,feature 167,8
15735,feature 41,1
15735,feature 156,1
12744,feature 205,1
12744,feature 167,8
14241,feature 41,1
14241,feature 156,1
7099,feature 134,1
7099,feature 219,1
6781,feature 167,1
6781,feature 51,1
9711,feature 55,2
9711,feature 171,1
5674,feature 134,1
11244,feature 171,2
11244,feature 55,1
7358,feature 134,1
7358,feature 219,1
13851,feature 219,1
13851,feature 134,1
12580,feature 134,1
2986,feature 219,1
2986,feature 134,1
8034,feature 219,1
8034,feature 134,1
16084,feature 134,1
1922,feature 219,1
1922,feature 134,1
7500,feature 134,1
13520,feature 134,1
1679,feature 134,1
1679,feature 219,1
1872,feature 84,1
1872,feature 55,8
4189,feature 171,8
4189,feature 55,8
4189,feature 205,1
4189,feature 84,1
15734,feature 219,1
15734,feature 134,1
15417,feature 134,1
17340,feature 134,2
17340,feature 219,2
17166,feature 219,1
17166,feature 134,1
16738,feature 318,1
16738,feature 239,1
16738,feature 55,2
12434,feature 73,2
12434,feature 195,3
8905,feature 195,4
8905,feature 73,2
12402,feature 73,1
14651,feature 70,1
14651,feature 191,2
992,feature 195,3
992,feature 73,3
8779,feature 171,1
8779,feature 55,1
3846,feature 154,1
7591,feature 240,1
7591,feature 55,1
7591,feature 39,1
15553,feature 55,2
15553,feature 318,1
15553,feature 239,1
8952,feature 167,1
8952,feature 134,1
1654,feature 134,1
1654,feature 219,1
11607,feature 219,1
11607,feature 134,2
9950,feature 134,1
9950,feature 219,1
1519,feature 219,3
1519,feature 134,3
8489,feature 134,2
8489,feature 219,2
4712,feature 68,1
18064,feature 73,3
9070,feature 73,2
9070,feature 202,1
9070,feature 68,1
9070,feature 195,3
11299,feature 195,2
11299,feature 73,2
9688,feature 73,2
5368,feature 195,3
5368,feature 73,5
13246,feature 73,1
18012,feature 73,1
18012,feature 195,1
3325,feature 73,2
3325,feature 195,2
14650,feature 73,11
14650,feature 195,15
14300,feature 73,3
14300,feature 195,3
4313,feature 73,8
4313,feature 195,10
6108,feature 195,11
6108,feature 73,8
11832,feature 195,12
11832,feature 73,8
10037,feature 73,3
10037,feature 195,1
4255,feature 195,1
4255,feature 73,4
6606,feature 195,2
6606,feature 73,8
5268,feature 195,3
5268,feature 73,10
3359,feature 132,1
3359,feature 195,1
3359,feature 217,1
3359,feature 73,2
16407,feature 195,2
16407,feature 73,1
16489,feature 73,6
16489,feature 195,4
3767,feature 73,13
3767,feature 195,4
12105,feature 195,2
13716,feature 195,11
13716,feature 73,7
4087,feature 133,1
4087,feature 73,1
4087,feature 132,1
7838,feature 73,6
7838,feature 195,7
10604,feature 73,3
10604,feature 195,5
12894,feature 195,8
12894,feature 73,6
2255,feature 73,39
2255,feature 195,18
15631,feature 195,6
15631,feature 73,18
15631,feature 109,5
2235,feature 73,5
2491,feature 195,3
2491,feature 73,5
1644,feature 218,1
1644,feature 195,1
1644,feature 133,1
1644,feature 73,6
4639,feature 195,2
4639,feature 73,10
1166,feature 73,4
1166,feature 195,2
6319,feature 109,2
6319,feature 73,12
6319,feature 195,6
1986,feature 73,4
1986,feature 195,3
3417,feature 73,6
3417,feature 195,5
10422,feature 73,1
16063,feature 195,1
16063,feature 73,4
10984,feature 73,1
10984,feature 55,1
9230,feature 195,3
9230,feature 73,18
9230,feature 65,1
2683,feature 73,7
2683,feature 195,13
16740,feature 73,7
16740,feature 195,7
17768,feature 195,1
10433,feature 73,3
10433,feature 195,4
930,feature 73,12
930,feature 195,7
9464,feature 195,1
9464,feature 73,1
15798,feature 73,2
7331,feature 195,2
7331,feature 73,5
10910,feature 73,8
10910,feature 195,6
15942,feature 73,4
5046,feature 195,2
5046,feature 73,3
4991,feature 73,6
4991,feature 195,4
4660,feature 195,1
4660,feature 73,2
7989,feature 195,3
7989,feature 73,2
16473,feature 195,1
16473,feature 73,2
17490,feature 195,4
17490,feature 73,4
12853,feature 187,2
12853,feature 195,5
12853,feature 73,3
16664,feature 73,5
16664,feature 195,7
1045,feature 195,5
1045,feature 73,8
16178,feature 73,7
16178,feature 195,4
6757,feature 195,7
6757,feature 73,9
10325,feature 73,4
10325,feature 195,5
1327,feature 195,1
1327,feature 73,3
18065,feature 55,1
18065,feature 171,2
6952,feature 195,3
6952,feature 73,3
14929,feature 195,1
14929,feature 73,1
2482,feature 73,1
16076,feature 134,1
5690,feature 195,3
5690,feature 73,1
6226,feature 195,1
6226,feature 73,1
2013,feature 73,1
10102,feature 134,1
13634,feature 134,1
13634,feature 219,1
18445,feature 134,2
18445,feature 219,2
13294,feature 219,1
13294,feature 134,1
1757,feature 134,1
3079,feature 134,2
3079,feature 219,2
2981,feature 134,3
2981,feature 219,3
2876,feature 219,1
2876,feature 134,1
13054,feature 55,1
909,feature 171,1
909,feature 55,3
13773,feature 134,2
5412,feature 134,1
5412,feature 219,1
3521,feature 219,2
3521,feature 134,2
2882,feature 134,1
2312,feature 219,1
2312,feature 134,1
15564,feature 134,1
15564,feature 219,1
15022,feature 134,11
15022,feature 219,10
3676,feature 134,1
3676,feature 219,1
9218,feature 134,1
18394,feature 219,1
18394,feature 134,1
1375,feature 134,1
14833,feature 219,1
13852,feature 219,1
13852,feature 134,1
5183,feature 219,1
5183,feature 134,2
7364,feature 219,1
7364,feature 134,1
2262,feature 219,1
2262,feature 134,1
10023,feature 126,2
10766,feature 71,3
10766,feature 193,2
18288,feature 71,1
18288,feature 193,1
4643,feature 193,2
4643,feature 71,2
8033,feature 71,1
8033,feature 193,1
12766,feature 193,2
12766,feature 71,1
6186,feature 168,3
6186,feature 52,1
15104,feature 71,2
15104,feature 193,2
3633,feature 63,1
3633,feature 183,1
5255,feature 52,2
5447,feature 71,2
17324,feature 71,1
2263,feature 193,1
3300,feature 56,1
2732,feature 71,1
6111,feature 203,2
6111,feature 82,29
8627,feature 82,34
8627,feature 203,2
17934,feature 82,56
11004,feature 203,12
11004,feature 82,22
9408,feature 203,4
9408,feature 82,57
13318,feature 82,56
13318,feature 203,6
7152,feature 82,4
1563,feature 82,71
1563,feature 203,3
13633,feature 82,97
13633,feature 203,15
7929,feature 203,8
7929,feature 82,40
8166,feature 203,28
8166,feature 82,49
17560,feature 82,47
17560,feature 203,40
2967,feature 71,1
2967,feature 82,29
2967,feature 193,1
2967,feature 203,14
13647,feature 82,2
13647,feature 203,2
7023,feature 203,23
7023,feature 82,27
12821,feature 203,4
12821,feature 82,14
8705,feature 82,6
6898,feature 203,2
6898,feature 82,6
10937,feature 82,4
10937,feature 203,4
16128,feature 82,15
16128,feature 203,8
13723,feature 82,37
13723,feature 203,14
172,feature 203,17
172,feature 82,28
7684,feature 82,27
7684,feature 203,2
163,feature 82,6
163,feature 203,6
5852,feature 82,2
10878,feature 82,40
10878,feature 203,15
13003,feature 82,53
15526,feature 203,2
15526,feature 71,1
15526,feature 82,10
12941,feature 52,4
12941,feature 82,6
12941,feature 203,4
12941,feature 168,2
18261,feature 193,1
18261,feature 71,1
17268,feature 203,12
17268,feature 82,49
6706,feature 82,26
6706,feature 203,8
4766,feature 203,1
4766,feature 172,1
4766,feature 56,1
4766,feature 82,6
48,feature 203,10
48,feature 82,24
2579,feature 82,10
2579,feature 71,1
2579,feature 203,4
2579,feature 193,1
15083,feature 71,1
15083,feature 82,2
15083,feature 193,1
4644,feature 203,4
4644,feature 82,6
2315,feature 82,22
2315,feature 203,14
15784,feature 82,14
3403,feature 82,20
3403,feature 71,1
3403,feature 193,1
3403,feature 203,12
1787,feature 203,9
1787,feature 82,14
12098,feature 82,9
11338,feature 134,1
17374,feature 219,1
17005,feature 171,1
17005,feature 55,1
1812,feature 219,1
1812,feature 134,1
11105,feature 68,1
6983,feature 82,78
6983,feature 203,37
10971,feature 203,4
10971,feature 82,9
7582,feature 203,10
7582,feature 82,26
1065,feature 82,88
1065,feature 203,35
7470,feature 82,42
7470,feature 203,31
6041,feature 203,41
6041,feature 82,62
7309,feature 82,56
7309,feature 203,25
6868,feature 82,59
6868,feature 203,33
7388,feature 82,12
7388,feature 203,5
3800,feature 82,16
3800,feature 203,16
18302,feature 203,2
18302,feature 82,33
11668,feature 82,14
11668,feature 203,10
13321,feature 203,4
13321,feature 82,22
7513,feature 203,44
7513,feature 82,48
18291,feature 82,23
18291,feature 203,20
13049,feature 82,6
13049,feature 203,4
16208,feature 203,16
16208,feature 82,32
9846,feature 203,4
9846,feature 82,16
2817,feature 82,14
2817,feature 203,14
4140,feature 203,30
4140,feature 82,50
7750,feature 203,13
7750,feature 82,17
1284,feature 203,5
1284,feature 82,9
11892,feature 82,16
11892,feature 203,14
6765,feature 82,12
6765,feature 203,9
16126,feature 82,18
16126,feature 203,6
8926,feature 203,12
8926,feature 82,26
15421,feature 203,12
15421,feature 82,18
2399,feature 203,2
2399,feature 82,11
2399,feature 71,7
2399,feature 193,6
13730,feature 82,19
13730,feature 203,5
7762,feature 82,32
11426,feature 203,18
11426,feature 82,22
15224,feature 203,28
15224,feature 82,38
12499,feature 82,4
12499,feature 203,2
17144,feature 134,1
17144,feature 203,5
17144,feature 82,10
18016,feature 203,9
18016,feature 82,22
15620,feature 193,2
15620,feature 82,68
15620,feature 71,5
15620,feature 203,32
9851,feature 203,8
9851,feature 82,8
7756,feature 203,19
7756,feature 82,30
3502,feature 203,28
3502,feature 71,1
3502,feature 82,59
11643,feature 203,4
11643,feature 82,33
11643,feature 71,1
5154,feature 82,6
5154,feature 203,6
17562,feature 82,36
17562,feature 203,33
9685,feature 82,34
9685,feature 134,1
9685,feature 203,26
9685,feature 219,1
9685,feature 71,1
9685,feature 193,1
15294,feature 82,20
15294,feature 203,5
5572,feature 82,10
5572,feature 203,9
4273,feature 203,10
4273,feature 82,18
2618,feature 71,1
2618,feature 82,42
2618,feature 203,32
376,feature 203,9
376,feature 82,18
18393,feature 203,3
18393,feature 82,4
14992,feature 203,1
14992,feature 82,2
4862,feature 71,1
4862,feature 82,62
4862,feature 203,29
4862,feature 193,1
6298,feature 82,65
6298,feature 203,36
6682,feature 82,6
6682,feature 63,2
6682,feature 203,3
3884,feature 203,14
3884,feature 82,27
17708,feature 203,14
17708,feature 82,18
8760,feature 203,5
8760,feature 82,18
4267,feature 203,4
4267,feature 82,2
13504,feature 82,6
16222,feature 82,20
16222,feature 203,15
15010,feature 203,3
15010,feature 82,6
11903,feature 203,3
11903,feature 82,21
9631,feature 203,5
9631,feature 82,14
8669,feature 82,48
8669,feature 68,1
8669,feature 203,35
9457,feature 82,8
2137,feature 203,4
2137,feature 82,28
10177,feature 82,10
10177,feature 203,7
16669,feature 203,10
16669,feature 82,16
6977,feature 82,20
6977,feature 203,10
10750,feature 82,28
10750,feature 203,25
14691,feature 82,2
13266,feature 203,2
13266,feature 82,8
5381,feature 203,8
5381,feature 82,14
9263,feature 82,24
9263,feature 203,13
7001,feature 82,20
7001,feature 203,9
10405,feature 56,1
17806,feature 203,1
17806,feature 82,10
11154,feature 82,8
11154,feature 203,6
310,feature 82,20
310,feature 203,1
10312,feature 82,15
4657,feature 82,23
4657,feature 203,1
159,feature 82,36
159,feature 203,9
13562,feature 82,10
13562,feature 203,6
12571,feature 203,7
12571,feature 82,21
6195,feature 82,11
6195,feature 203,4
5536,feature 82,29
5536,feature 203,1
92,feature 82,12
2213,feature 82,10
8156,feature 82,20
8156,feature 203,4
6539,feature 203,4
6539,feature 82,4
11526,feature 203,7
11526,feature 82,8
1999,feature 82,20
4555,feature 82,30
4555,feature 203,14
17381,feature 82,38
18044,feature 82,34
15106,feature 203,3
15106,feature 82,30
10294,feature 203,22
10294,feature 82,32
5538,feature 82,20
5538,feature 203,6
13060,feature 82,4
6419,feature 82,16
6419,feature 203,4
6317,feature 82,3
6317,feature 71,1
6317,feature 203,2
7161,feature 82,64
7161,feature 203,8
4157,feature 82,56
3285,feature 82,22
3285,feature 203,12
16199,feature 203,4
16199,feature 82,25
6220,feature 203,6
6220,feature 82,80
10896,feature 82,15
10896,feature 203,2
10642,feature 203,7
10642,feature 82,87
9194,feature 82,30
9194,feature 203,7
10784,feature 203,12
10784,feature 82,17
14512,feature 82,35
14512,feature 203,30
16597,feature 82,35
16597,feature 203,14
18502,feature 203,2
18502,feature 82,2
6314,feature 203,19
6314,feature 82,22
7387,feature 82,14
7387,feature 203,4
3392,feature 82,6
3392,feature 203,2
9301,feature 203,8
9301,feature 82,15
16267,feature 82,37
16267,feature 203,12
10034,feature 82,28
10034,feature 203,16
7290,feature 203,2
7290,feature 82,5
9889,feature 82,1
10574,feature 82,28
10574,feature 203,5
15537,feature 71,1
15537,feature 82,2
4834,feature 203,22
4834,feature 193,1
4834,feature 82,38
4834,feature 71,1
2136,feature 82,34
12641,feature 203,2
12641,feature 82,10
1607,feature 82,6
1607,feature 203,4
18419,feature 82,59
18419,feature 203,31
11252,feature 82,30
11252,feature 203,8
14908,feature 82,5
14908,feature 56,1
14908,feature 172,2
12349,feature 203,5
12349,feature 82,17
1981,feature 203,5
1981,feature 82,11
8154,feature 82,26
8154,feature 203,13
13227,feature 82,14
6247,feature 203,12
6247,feature 82,20
1102,feature 203,9
1102,feature 82,13
9743,feature 222,2
9743,feature 345,8
9743,feature 179,20
9743,feature 304,2
9743,feature 118,3
9743,feature 273,7
9743,feature 170,46
9743,feature 68,20
9743,feature 30,1
9743,feature 54,33
17004,feature 54,3
17004,feature 68,4
17004,feature 170,4
9710,feature 68,2
9710,feature 273,2
9710,feature 179,1
8740,feature 345,1
8740,feature 68,1
4078,feature 68,1
6725,feature 54,4
6725,feature 170,4
6725,feature 68,3
5009,feature 179,1
5009,feature 330,1
5009,feature 273,1
5009,feature 68,1
5009,feature 250,2
11552,feature 330,1
11552,feature 345,2
11552,feature 273,2
1,feature 68,2
1,feature 345,2
1,feature 179,1
15132,feature 273,1
15132,feature 345,1
3159,feature 303,1
18010,feature 68,2
18010,feature 345,1
18010,feature 273,1
3011,feature 68,1
3011,feature 273,1
5612,feature 134,1
5612,feature 54,1
5612,feature 306,1
5612,feature 68,1
5612,feature 273,1
5612,feature 170,1
11677,feature 68,3
11677,feature 54,2
11677,feature 273,4
11677,feature 170,2
4624,feature 273,2
4624,feature 345,4
11988,feature 179,1
11988,feature 68,1
11988,feature 273,2
10115,feature 345,1
10115,feature 273,1
10115,feature 179,2
10115,feature 68,2
10115,feature 54,2
8646,feature 273,2
8646,feature 345,2
8646,feature 68,2
8646,feature 179,2
12383,feature 345,4
12383,feature 179,4
12383,feature 68,4
3163,feature 54,5
3163,feature 68,3
11055,feature 170,8
11055,feature 219,1
11055,feature 345,5
11055,feature 54,8
11055,feature 179,2
11055,feature 118,1
11055,feature 68,2
11055,feature 273,6
11055,feature 223,2
11055,feature 134,1
11055,feature 306,1
12501,feature 68,1
15878,feature 54,1
12370,feature 171,2
12370,feature 55,2
1479,feature 171,2
1479,feature 55,3
8751,feature 55,1
8751,feature 171,1
574,feature 171,1
574,feature 68,1
3738,feature 173,1
3738,feature 57,1
3738,feature 45,1
3738,feature 161,1
2924,feature 161,1
2924,feature 173,1
59,feature 171,2
59,feature 55,2
9090,feature 55,2
9090,feature 171,1
4024,feature 171,2
4893,feature 68,7
7600,feature 134,1
7600,feature 135,1
7600,feature 280,1
7600,feature 207,1
7600,feature 170,6
7600,feature 54,3
11297,feature 206,2
11297,feature 54,4
11297,feature 170,6
11297,feature 85,1
17289,feature 68,1
16155,feature 279,1
18269,feature 170,1
11137,feature 54,1
700,feature 170,2
10428,feature 54,2
10428,feature 170,2
10428,feature 68,1
18397,feature 54,1
13840,feature 85,1
7066,feature 54,1
7066,feature 170,2
18440,feature 170,24
18440,feature 207,1
18440,feature 54,24
18440,feature 86,1
394,feature 207,1
394,feature 170,24
1006,feature 54,2
18466,feature 170,4
3005,feature 54,8
3005,feature 170,4
15118,feature 170,2
15118,feature 54,2
18495,feature 207,1
18495,feature 68,9
18495,feature 206,1
18495,feature 85,1
18495,feature 54,20
18495,feature 170,11
13957,feature 68,2
13957,feature 85,2
13957,feature 170,8
13957,feature 134,1
13957,feature 206,3
13957,feature 219,1
13957,feature 54,10
6112,feature 54,4
6112,feature 68,3
6112,feature 170,1
2125,feature 68,2
2125,feature 170,4
2125,feature 54,2
17925,feature 54,1
6521,feature 170,1
16123,feature 54,1
16123,feature 170,1
13959,feature 54,2
10020,feature 280,3
5833,feature 170,2
5833,feature 54,1
1377,feature 279,1
17804,feature 54,1
5798,feature 170,1
11722,feature 54,1
11722,feature 68,1
11722,feature 170,2
3439,feature 68,1
3439,feature 54,2
3439,feature 170,2
13783,feature 170,1
13783,feature 54,1
10599,feature 170,3
10599,feature 54,2
10599,feature 68,1
16859,feature 170,3
16859,feature 54,3
1650,feature 170,2
5422,feature 219,1
5422,feature 134,1
2073,feature 219,1
2073,feature 134,1
16981,feature 134,1
7505,feature 134,1
7505,feature 219,1
6961,feature 134,2
6961,feature 219,2
13684,feature 78,1
13684,feature 306,2
8987,feature 11,1
8987,feature 78,1
8987,feature 306,1
14639,feature 54,4
3827,feature 134,1
3827,feature 219,1
11372,feature 170,4
9538,feature 46,2
4421,feature 54,1
4421,feature 68,1
8925,feature 162,1
6562,feature 46,5
6562,feature 162,2
1295,feature 46,7
11654,feature 46,2
1813,feature 46,3
1813,feature 162,1
16404,feature 46,8
16404,feature 10,1
16404,feature 162,2
16404,feature 145,1
5734,feature 11,2
5734,feature 306,3
5734,feature 134,1
5734,feature 199,1
5734,feature 219,1
5734,feature 10,1
5734,feature 222,2
5734,feature 78,2
8290,feature 46,3
8290,feature 10,3
8290,feature 162,1
3041,feature 162,2
730,feature 306,1
730,feature 78,1
4959,feature 145,13
4959,feature 96,5
4959,feature 16,10
4959,feature 46,1
4959,feature 10,14
7933,feature 46,2
7933,feature 145,2
7933,feature 162,4
7933,feature 10,4
10698,feature 10,6
10698,feature 68,1
10698,feature 162,2
2880,feature 68,3
2880,feature 162,4
2880,feature 10,3
2880,feature 145,3
1911,feature 75,2
1911,feature 305,3
5607,feature 197,1
5607,feature 305,2
5607,feature 75,9
4001,feature 223,2
4001,feature 305,4
4001,feature 75,4
4001,feature 306,1
9661,feature 85,1
15152,feature 86,1
15152,feature 207,1
15152,feature 182,1
15152,feature 83,2
15152,feature 62,1
15152,feature 204,2
5441,feature 207,1
5441,feature 204,2
5441,feature 182,1
7164,feature 78,1
7164,feature 305,2
9994,feature 197,1
9994,feature 75,1
9994,feature 305,2
16909,feature 75,2
16909,feature 197,1
16909,feature 306,4
7792,feature 75,1
7792,feature 305,2
8017,feature 197,1
8017,feature 75,1
15599,feature 306,2
15599,feature 199,1
15599,feature 78,2
18363,feature 144,4
18363,feature 170,14
18363,feature 54,10
18363,feature 9,4
5060,feature 306,2
5060,feature 75,1
14780,feature 75,1
14780,feature 222,2
5642,feature 46,1
14334,feature 134,1
14334,feature 219,1
14334,feature 223,2
14334,feature 306,6
14334,feature 197,4
14334,feature 222,1
14334,feature 305,8
14334,feature 75,9
3829,feature 68,2
3829,feature 46,7
3829,feature 162,10
11762,feature 197,1
11762,feature 223,2
11762,feature 306,3
11762,feature 75,3
9402,feature 306,3
9402,feature 305,2
9402,feature 222,4
9402,feature 75,5
9402,feature 197,2
11111,feature 53,2
14019,feature 305,3
14019,feature 222,1
14019,feature 75,7
14019,feature 306,6
3505,feature 197,1
3505,feature 305,2
3505,feature 75,7
3505,feature 306,9
3505,feature 222,2
3077,feature 306,20
3077,feature 75,14
3077,feature 305,1
17065,feature 306,3
17065,feature 75,2
11533,feature 197,1
11533,feature 305,1
11533,feature 306,3
11533,feature 75,2
14033,feature 75,2
14033,feature 306,1
14033,feature 222,2
7225,feature 306,2
7225,feature 75,2
7225,feature 305,2
13271,feature 75,4
13271,feature 197,2
13271,feature 305,4
13271,feature 306,4
15424,feature 305,1
15424,feature 75,2
15708,feature 306,2
15708,feature 75,2
1175,feature 306,4
1175,feature 305,3
1175,feature 75,4
17721,feature 75,1
17721,feature 306,3
1324,feature 197,1
1324,feature 75,4
1324,feature 306,8
1324,feature 305,2
50,feature 199,2
50,feature 78,2
50,feature 222,2
50,feature 219,1
50,feature 75,2
50,feature 306,3
50,feature 134,1
50,feature 46,1
6780,feature 306,1
6780,feature 75,1
16328,feature 222,5
16328,feature 306,17
16328,feature 197,2
16328,feature 75,11
16328,feature 305,1
10585,feature 306,10
10585,feature 75,6
10585,feature 197,2
10585,feature 305,2
1220,feature 306,5
1220,feature 197,2
1220,feature 222,1
1220,feature 75,4
1220,feature 78,1
1220,feature 199,1
1220,feature 305,1
12597,feature 222,1
12597,feature 75,4
12597,feature 197,1
12597,feature 306,6
12597,feature 305,1
8896,feature 224,2
8896,feature 197,1
8896,feature 305,1
8896,feature 225,1
8896,feature 75,5
8896,feature 306,8
8856,feature 306,9
8856,feature 222,1
8856,feature 75,6
8856,feature 197,2
7030,feature 75,1
7030,feature 306,2
16364,feature 75,14
16364,feature 222,1
2494,feature 306,8
2494,feature 75,4
761,feature 55,1
761,feature 153,1
761,feature 171,1
761,feature 150,1
9658,feature 98,1
9658,feature 55,2
9658,feature 153,1
2970,feature 170,1
2970,feature 54,1
14921,feature 219,1
14921,feature 134,1
17955,feature 83,2
17955,feature 86,1
17955,feature 207,1
17955,feature 62,1
17955,feature 182,1
17955,feature 204,2
16935,feature 204,2
16935,feature 182,1
16935,feature 207,1
15493,feature 134,2
15493,feature 219,2
15750,feature 134,1
15750,feature 219,1
8009,feature 134,1
4612,feature 134,1
2850,feature 71,1
2850,feature 82,55
2850,feature 193,1
2850,feature 203,25
10149,feature 203,10
10149,feature 82,10
4912,feature 82,6
4912,feature 203,2
4912,feature 71,2
18024,feature 82,14
18024,feature 203,9
6078,feature 193,6
6078,feature 82,52
6078,feature 203,25
6078,feature 71,7
3232,feature 82,12
3232,feature 193,1
3232,feature 71,1
3232,feature 203,6
8572,feature 82,30
8572,feature 203,17
8572,feature 193,3
8572,feature 71,3
6044,feature 82,10
6044,feature 203,4
6044,feature 71,1
4559,feature 82,14
6799,feature 203,6
6799,feature 82,12
6799,feature 193,1
6799,feature 71,3
1190,feature 203,2
1190,feature 82,58
1190,feature 172,2
1190,feature 56,4
5782,feature 82,22
5782,feature 203,14
15924,feature 82,2
15924,feature 203,4
2937,feature 203,9
2937,feature 71,1
2937,feature 82,26
2246,feature 203,8
2246,feature 82,12
1683,feature 82,30
1683,feature 71,5
1683,feature 203,18
1683,feature 193,4
6165,feature 193,5
6165,feature 82,22
6165,feature 71,6
6165,feature 203,2
6324,feature 203,4
6324,feature 82,6
6324,feature 193,2
6324,feature 71,2
16792,feature 71,6
16792,feature 203,6
16792,feature 82,18
16792,feature 193,4
1769,feature 203,20
1769,feature 82,20
13052,feature 82,40
13052,feature 203,14
17802,feature 71,1
17802,feature 203,10
17802,feature 193,2
17802,feature 82,24
15948,feature 82,35
15948,feature 203,13
15451,feature 203,2
15451,feature 71,1
15451,feature 82,8
15451,feature 193,1
12807,feature 203,10
12807,feature 193,8
12807,feature 82,8
12807,feature 71,4
9845,feature 71,1
9845,feature 82,14
9845,feature 203,10
9845,feature 193,1
15316,feature 82,8
15316,feature 71,2
15316,feature 193,2
3510,feature 82,4
3510,feature 203,2
4113,feature 82,26
4113,feature 203,3
3985,feature 193,2
3985,feature 82,32
3985,feature 71,2
3985,feature 203,4
15201,feature 203,10
15201,feature 82,12
5017,feature 82,2
11953,feature 82,4
11953,feature 71,5
17803,feature 82,4
17803,feature 203,2
4949,feature 71,1
4949,feature 82,16
7985,feature 203,6
7985,feature 82,10
17481,feature 203,1
17481,feature 82,10
