id,location,fault_severity
734,location 313,0
2001,location 478,0
740,location 91,1
16355,location 145,1
15686,location 742,1
8786,location 983,0
15122,location 1049,1
1798,location 154,1
6164,location 1113,0
6833,location 760,0
17555,location 16,1
8802,location 646,1
12219,location 809,0
11608,location 826,1
11842,location 760,0
14837,location 846,1
1184,location 851,0
12321,location 242,0
15899,location 684,0
15474,location 152,1
13490,location 1008,0
2268,location 1067,1
17663,location 559,2
13278,location 834,0
5288,location 740,0
14993,location 921,2
8316,location 102,0
17976,location 157,0
13506,location 1038,0
9249,location 802,0
2392,location 734,0
2439,location 661,0
9196,location 984,2
1907,location 957,0
16077,location 821,1
6024,location 181,0
16378,location 830,0
14805,location 124,0
1566,location 1018,0
3395,location 496,0
9643,location 744,0
15766,location 684,0
6129,location 1044,0
16200,location 912,1
11329,location 680,0
6818,location 1026,1
6293,location 226,0
9650,location 120,1
7224,location 501,0
8803,location 506,0
569,location 151,0
8626,location 465,0
3560,location 466,0
4929,location 691,1
10071,location 143,0
8613,location 469,0
6357,location 808,0
4237,location 135,0
2498,location 963,0
12663,location 240,1
10221,location 826,0
684,location 704,2
18134,location 248,0
4967,location 9,0
4480,location 734,1
9850,location 337,0
885,location 497,0
16607,location 268,0
17809,location 479,0
8572,location 613,0
2064,location 459,0
4275,location 8,0
8682,location 1054,0
4715,location 1116,0
15905,location 353,1
17779,location 891,0
4077,location 255,0
4886,location 684,1
3851,location 704,2
8765,location 1033,1
17995,location 705,0
11826,location 1010,0
321,location 921,1
379,location 742,0
12468,location 165,0
2388,location 744,2
1470,location 657,1
4819,location 1107,2
9132,location 914,0
12959,location 962,2
12652,location 932,0
6585,location 866,2
8908,location 1063,0
18466,location 603,0
9483,location 1063,1
15562,location 133,0
16667,location 228,0
6772,location 33,0
5836,location 555,2
16155,location 603,0
2192,location 240,0
5347,location 889,0
10458,location 638,2
16733,location 1069,0
15420,location 810,2
1399,location 821,2
13004,location 821,0
3343,location 126,0
13981,location 228,0
12539,location 695,0
8717,location 170,0
15108,location 15,0
15178,location 507,0
4085,location 798,1
10839,location 696,0
3431,location 102,1
2793,location 1037,0
11936,location 445,0
18099,location 757,0
1143,location 878,0
4209,location 1086,2
9787,location 1014,1
5709,location 736,0
11925,location 830,0
12127,location 38,0
2251,location 330,0
11407,location 471,0
3417,location 584,0
10171,location 1050,1
8759,location 1018,0
9221,location 653,1
2722,location 803,1
8215,location 892,0
18075,location 856,1
3388,location 147,0
2304,location 292,0
10437,location 540,2
10203,location 241,0
15914,location 155,0
16000,location 334,0
6994,location 1046,0
18300,location 244,0
18426,location 155,0
16143,location 834,0
9888,location 826,1
6166,location 1046,1
6351,location 1109,0
16766,location 816,1
6283,location 638,2
17421,location 845,1
2606,location 641,0
18036,location 7,0
4273,location 600,1
11827,location 126,0
6842,location 430,0
6355,location 759,0
5456,location 995,1
5632,location 921,0
2320,location 715,0
10008,location 172,0
4035,location 710,1
17576,location 808,0
12319,location 509,0
13390,location 976,2
4397,location 516,0
13216,location 948,1
18098,location 613,0
5876,location 506,0
13647,location 599,1
16952,location 242,0
4299,location 944,0
10031,location 311,1
1568,location 763,0
11310,location 328,0
17601,location 1097,1
16902,location 763,0
14479,location 957,0
13232,location 856,1
6897,location 1051,2
5562,location 995,2
9393,location 242,0
5314,location 169,0
6023,location 714,1
18253,location 1019,1
5028,location 962,1
18415,location 159,1
5367,location 1106,0
13269,location 1107,2
8025,location 126,0
15047,location 937,2
16669,location 600,2
16073,location 441,0
12844,location 1097,0
14601,location 19,0
14434,location 754,0
18474,location 821,0
13042,location 919,0
17988,location 451,0
17194,location 942,0
3998,location 159,0
5457,location 1075,2
9199,location 653,0
10050,location 989,1
15830,location 1086,2
17739,location 328,1
3943,location 821,1
13144,location 763,1
9804,location 684,2
14357,location 122,0
17928,location 252,1
1991,location 354,1
17371,location 745,1
16054,location 864,2
12856,location 931,0
1274,location 410,1
5329,location 421,1
9506,location 240,0
16812,location 942,0
3507,location 808,0
10545,location 613,1
2298,location 684,1
2783,location 470,0
1548,location 1107,2
18226,location 408,0
4231,location 834,1
6837,location 102,0
15360,location 687,0
17009,location 662,0
16451,location 893,0
18319,location 505,0
13815,location 734,2
2340,location 976,2
4319,location 1099,0
11025,location 890,0
6805,location 420,1
11172,location 380,0
7020,location 644,2
16939,location 560,1
18542,location 495,0
2854,location 1011,1
14501,location 511,0
13581,location 181,1
13007,location 72,0
698,location 821,0
14608,location 451,0
7675,location 184,1
10293,location 1018,0
3615,location 984,2
18370,location 967,0
2713,location 919,0
6220,location 600,2
17211,location 231,0
8292,location 198,1
3506,location 400,0
11304,location 7,0
15325,location 813,1
4675,location 653,2
13844,location 697,0
3409,location 1056,1
10340,location 976,0
16922,location 122,0
14299,location 124,0
13044,location 17,1
4743,location 119,0
3642,location 276,0
2433,location 294,0
17032,location 1089,1
2839,location 962,0
3807,location 1058,0
12662,location 707,0
10158,location 13,1
3444,location 292,0
2565,location 897,1
6859,location 932,0
6305,location 684,0
8774,location 100,0
2926,location 1100,2
15249,location 805,0
5663,location 661,1
3530,location 758,1
1134,location 16,2
239,location 881,1
15089,location 995,2
10141,location 648,0
4186,location 814,0
1235,location 1,1
17721,location 609,0
7194,location 794,0
13168,location 707,0
4328,location 823,1
9923,location 74,0
12394,location 839,1
5873,location 135,0
4287,location 638,1
13013,location 242,0
16112,location 504,0
8092,location 255,0
3420,location 1024,0
17821,location 648,1
15102,location 1008,2
7755,location 478,0
17059,location 845,2
15989,location 878,0
8258,location 300,0
11315,location 147,0
11710,location 491,0
1070,location 805,0
6607,location 1061,1
9867,location 851,0
17183,location 1099,0
6569,location 696,0
4693,location 836,0
2876,location 589,1
9107,location 393,0
5618,location 488,0
1415,location 1107,1
8132,location 1035,1
6838,location 102,0
17430,location 419,1
3142,location 744,0
8974,location 463,0
5254,location 1008,0
15585,location 122,0
1712,location 443,1
10737,location 244,0
796,location 976,2
7930,location 126,0
10299,location 257,0
15284,location 1052,2
13182,location 463,0
3594,location 1026,1
9424,location 124,0
11317,location 875,1
16363,location 756,1
299,location 445,0
1684,location 1091,0
9848,location 1019,0
15729,location 864,1
3308,location 1025,1
7501,location 909,1
11761,location 476,0
16081,location 477,0
7648,location 495,0
11693,location 124,0
11047,location 298,0
17960,location 894,2
13666,location 504,0
5849,location 311,1
1142,location 126,0
2092,location 117,0
1015,location 1088,0
1704,location 1018,1
14979,location 896,0
10479,location 1116,0
1222,location 734,2
10619,location 301,0
6318,location 818,1
16831,location 266,0
8273,location 830,1
866,location 785,1
17287,location 124,0
7654,location 1049,1
348,location 962,1
17174,location 518,0
10173,location 891,0
12103,location 716,0
16824,location 734,1
10500,location 891,0
1423,location 891,0
11003,location 126,0
1162,location 122,0
6120,location 288,0
13339,location 493,0
17730,location 103,0
16311,location 896,1
1852,location 794,0
15694,location 506,0
381,location 617,1
17879,location 763,2
6287,location 1082,0
16901,location 763,0
13018,location 613,2
5956,location 400,1
17360,location 1108,0
13438,location 1008,0
5853,location 1031,0
9470,location 1118,1
7897,location 795,0
14906,location 760,0
2727,location 244,0
15426,location 825,1
6541,location 1093,1
16590,location 1112,0
8431,location 846,0
15232,location 177,1
747,location 113,0
4725,location 810,2
13165,location 495,0
9021,location 240,0
5326,location 642,2
1282,location 957,0
1504,location 124,0
7291,location 957,0
17476,location 882,0
15344,location 173,1
9894,location 906,2
13154,location 1008,0
7836,location 181,0
5539,location 496,0
8146,location 836,0
5507,location 1052,1
10854,location 97,1
5040,location 149,0
2285,location 738,0
601,location 543,0
13507,location 155,0
8483,location 758,0
16450,location 619,2
7528,location 471,0
14365,location 177,0
7518,location 619,0
17102,location 779,2
12694,location 1107,2
3270,location 79,1
8864,location 845,0
12828,location 1009,0
12650,location 100,0
5587,location 1119,0
11322,location 983,1
11436,location 1126,0
7974,location 373,0
3885,location 976,1
17482,location 1107,2
6122,location 144,0
8835,location 808,0
1097,location 491,0
1380,location 1015,1
9090,location 602,0
11453,location 989,1
14707,location 500,0
17898,location 962,0
2945,location 812,0
12281,location 500,0
17715,location 983,0
12831,location 638,2
14060,location 1065,0
18336,location 962,2
17173,location 902,1
2680,location 662,0
18008,location 1055,0
4938,location 938,0
5353,location 734,2
15332,location 451,0
1543,location 798,1
15728,location 691,1
8938,location 814,0
15912,location 648,1
12686,location 814,0
17977,location 404,1
4758,location 1037,1
9172,location 874,0
15720,location 1097,1
4535,location 1008,0
7140,location 989,1
17936,location 744,1
8044,location 91,0
9104,location 735,0
16804,location 469,0
17955,location 610,2
16199,location 600,1
5692,location 674,2
10044,location 829,0
6504,location 248,1
6647,location 550,0
10956,location 102,0
17065,location 609,0
7842,location 825,1
17344,location 794,0
17535,location 734,2
17943,location 475,0
12257,location 172,1
15343,location 1008,2
17944,location 891,0
15239,location 7,0
16718,location 704,0
13289,location 91,0
13933,location 270,0
2524,location 821,2
1638,location 522,0
4381,location 644,2
67,location 821,0
4266,location 661,1
9699,location 466,0
16297,location 846,2
392,location 810,0
18365,location 240,0
16586,location 1,0
18035,location 557,0
11369,location 838,0
14324,location 883,0
14730,location 687,2
1754,location 423,1
15188,location 767,0
4640,location 1008,2
18184,location 823,0
3553,location 1052,1
12898,location 365,0
1997,location 1100,2
11847,location 772,0
14466,location 684,1
17927,location 504,0
5321,location 95,0
17814,location 878,0
4438,location 417,1
6935,location 812,0
14816,location 769,0
10015,location 714,1
2155,location 155,0
6822,location 9,0
10759,location 994,0
9627,location 531,2
5752,location 7,0
12939,location 1019,1
15293,location 133,1
14092,location 17,1
10553,location 846,2
3501,location 821,1
8620,location 810,2
9139,location 467,0
1878,location 884,0
13330,location 1014,0
10966,location 661,0
3398,location 737,1
12048,location 690,1
9182,location 380,0
9235,location 944,1
905,location 1107,1
6218,location 1030,1
492,location 692,0
6386,location 1096,0
12409,location 149,0
3043,location 1025,0
2906,location 1,0
14626,location 856,1
6036,location 1105,0
10510,location 518,0
12140,location 91,0
16948,location 47,0
11547,location 734,2
9776,location 808,0
1680,location 821,1
17365,location 895,2
5191,location 684,0
11742,location 613,2
13078,location 1019,2
11788,location 886,0
5021,location 972,1
8502,location 245,0
8944,location 760,0
16977,location 501,0
6477,location 282,0
9301,location 600,2
1472,location 479,0
1383,location 17,1
10789,location 135,0
9954,location 128,0
6682,location 600,1
11548,location 519,0
13193,location 266,0
13215,location 942,1
11500,location 932,0
17536,location 505,0
1283,location 380,0
7910,location 1042,2
2688,location 978,1
15320,location 242,0
14942,location 894,0
4352,location 226,0
6012,location 831,1
1321,location 533,0
10573,location 1117,0
13192,location 810,1
14607,location 520,0
18209,location 242,0
371,location 332,0
14163,location 479,0
158,location 533,0
11721,location 455,0
6310,location 1112,0
12398,location 976,0
15931,location 494,0
12390,location 885,0
11711,location 394,1
13280,location 481,0
6365,location 645,0
10040,location 226,1
11570,location 892,1
1509,location 126,0
9508,location 488,0
16190,location 126,0
9750,location 478,0
88,location 494,0
11574,location 443,0
12698,location 704,1
6918,location 382,1
8985,location 841,1
9347,location 684,1
2670,location 976,1
14194,location 919,1
18295,location 984,0
1616,location 541,2
2808,location 155,0
2240,location 10,0
11950,location 484,0
13334,location 1099,0
10084,location 957,0
14718,location 826,1
10425,location 51,0
5053,location 116,0
6820,location 489,0
4031,location 34,0
13453,location 1009,0
12131,location 1084,2
17157,location 470,0
18508,location 709,0
11027,location 1111,0
3259,location 92,0
5523,location 637,0
18291,location 600,0
8180,location 171,0
1117,location 17,0
7609,location 468,0
3652,location 536,1
9753,location 794,0
18071,location 976,0
8261,location 1093,2
1694,location 1088,1
13058,location 346,0
7486,location 82,1
16868,location 380,0
4879,location 1100,2
9222,location 202,0
7987,location 116,1
8665,location 984,1
8103,location 450,0
4975,location 806,0
7614,location 380,0
18473,location 1106,0
15345,location 478,0
1028,location 332,1
8933,location 922,1
8713,location 497,0
1148,location 419,1
300,location 691,1
13956,location 921,0
14701,location 653,1
12997,location 1067,1
2364,location 118,0
3970,location 122,0
15953,location 471,0
5657,location 734,2
15223,location 451,0
8537,location 842,0
17088,location 430,1
320,location 1100,2
7764,location 691,0
12655,location 471,0
9162,location 1054,1
4608,location 102,0
2977,location 13,2
129,location 726,0
4935,location 821,1
8382,location 189,0
6797,location 313,0
15800,location 1026,0
2187,location 738,1
9193,location 175,0
16498,location 1100,2
6096,location 474,0
13480,location 1011,1
5340,location 1026,2
10906,location 537,1
2041,location 759,0
15691,location 477,0
15307,location 242,0
17695,location 799,1
11688,location 468,0
14136,location 466,0
10198,location 253,0
3459,location 846,2
11261,location 541,1
2170,location 931,2
1921,location 508,0
142,location 734,2
15204,location 1100,2
13825,location 845,2
17184,location 839,0
10088,location 228,1
16531,location 344,0
1449,location 242,0
9534,location 146,0
17042,location 478,0
3179,location 469,0
7972,location 734,0
18049,location 1093,1
15717,location 270,0
1528,location 646,2
2205,location 1076,0
6993,location 500,0
8312,location 875,0
16046,location 471,0
3277,location 459,0
4083,location 704,0
8199,location 845,2
9451,location 469,0
15599,location 609,0
317,location 236,0
2732,location 599,0
2410,location 50,0
7035,location 821,2
14361,location 704,2
8178,location 995,1
1165,location 509,0
13206,location 967,2
13837,location 102,0
16764,location 618,0
7393,location 311,0
6705,location 73,0
9213,location 213,1
8064,location 845,0
4577,location 667,2
11632,location 382,0
345,location 895,1
9666,location 921,1
8378,location 1008,0
16434,location 497,0
17337,location 471,0
15780,location 887,0
53,location 242,0
10773,location 518,0
1948,location 443,0
13017,location 746,0
2319,location 272,0
15539,location 1026,0
630,location 344,0
6710,location 959,0
15760,location 1092,1
2567,location 906,2
16761,location 153,0
10135,location 476,0
5358,location 1111,1
4555,location 600,2
15839,location 522,0
17664,location 944,1
12682,location 794,0
2696,location 798,1
16638,location 977,1
7891,location 481,0
18257,location 367,1
6902,location 1019,2
11135,location 126,0
10820,location 646,1
15857,location 1086,0
5708,location 380,0
15939,location 237,0
5396,location 126,0
4307,location 707,0
17025,location 78,1
16025,location 955,0
9546,location 1055,0
9883,location 979,0
3784,location 1075,0
2803,location 484,0
14923,location 810,2
11709,location 894,0
3863,location 135,0
3322,location 450,0
6137,location 811,0
1166,location 584,0
5433,location 91,1
585,location 962,0
5416,location 79,1
3869,location 1052,1
5339,location 1074,0
16065,location 16,0
15348,location 471,0
13164,location 899,0
12780,location 745,0
17521,location 638,0
11815,location 478,0
7251,location 481,0
7547,location 892,0
9717,location 810,2
17608,location 403,1
11873,location 845,0
9399,location 779,0
892,location 346,1
11729,location 887,0
13326,location 465,0
9653,location 1100,1
10489,location 1100,2
6858,location 798,1
4079,location 948,1
6603,location 619,1
13308,location 846,1
6614,location 469,0
13172,location 694,0
11968,location 1019,0
2486,location 653,0
17244,location 415,1
5120,location 932,0
465,location 684,2
1778,location 667,2
6951,location 1087,0
17233,location 547,0
14610,location 331,0
15660,location 948,1
2318,location 304,0
9784,location 485,0
2010,location 808,0
17364,location 1099,0
10417,location 1106,1
8374,location 435,1
8800,location 1107,2
5282,location 1015,1
5422,location 604,0
484,location 1018,0
270,location 479,0
14016,location 744,1
13011,location 378,0
1131,location 495,0
5052,location 124,0
10694,location 1107,0
17268,location 599,2
12621,location 514,0
10526,location 684,0
4148,location 1021,1
1213,location 197,0
18403,location 9,0
6575,location 931,0
12043,location 126,0
8942,location 169,0
8245,location 443,1
3088,location 738,0
12640,location 690,0
5913,location 778,1
3726,location 1030,0
9740,location 239,0
11856,location 496,0
503,location 962,1
6633,location 73,1
8564,location 497,0
9487,location 938,0
768,location 474,0
10798,location 816,1
12762,location 775,0
16063,location 584,0
10068,location 808,0
14462,location 1010,0
7769,location 653,2
1942,location 640,0
13864,location 1049,0
9023,location 1073,0
6273,location 994,0
16816,location 816,1
8142,location 809,0
2835,location 126,0
12153,location 976,1
14395,location 159,0
13885,location 562,1
3207,location 491,0
16925,location 840,2
12054,location 825,1
12325,location 88,1
10614,location 834,1
6126,location 508,0
16296,location 805,0
17564,location 496,0
4443,location 514,0
1824,location 800,0
5393,location 670,1
2217,location 793,0
8732,location 124,0
4391,location 506,0
2148,location 613,1
9154,location 300,1
2516,location 823,0
840,location 88,1
3263,location 418,1
10571,location 793,0
17342,location 1042,0
5785,location 102,0
17305,location 641,0
5172,location 169,0
196,location 782,0
5483,location 470,0
9974,location 773,0
5310,location 834,1
16001,location 254,0
679,location 734,1
16485,location 244,0
9054,location 296,0
11446,location 1097,1
16975,location 284,1
11155,location 91,0
16921,location 766,0
5784,location 1019,2
11599,location 803,1
13808,location 1052,2
17682,location 325,0
5609,location 1100,2
15004,location 181,1
5030,location 1042,2
18449,location 173,0
17370,location 866,2
11689,location 310,0
13460,location 945,1
18527,location 135,1
1071,location 445,0
14536,location 984,1
444,location 326,1
17240,location 1100,2
1444,location 1052,1
4903,location 457,0
8831,location 1008,0
15613,location 653,0
15681,location 707,0
15917,location 91,0
13650,location 732,0
15137,location 149,0
15071,location 943,1
17838,location 481,0
16197,location 891,0
11374,location 893,0
6729,location 894,0
1678,location 120,0
13983,location 505,0
489,location 72,1
7677,location 418,0
9002,location 925,0
4511,location 646,1
15976,location 1091,0
7573,location 797,1
14009,location 376,0
1749,location 641,1
14680,location 1075,0
17897,location 475,0
12479,location 1107,1
10638,location 527,0
8693,location 892,0
8335,location 684,2
9836,location 957,0
213,location 497,0
207,location 506,0
8368,location 1053,0
14328,location 704,2
1803,location 1023,0
3962,location 506,0
5825,location 122,0
4676,location 161,0
7467,location 518,0
5721,location 495,0
9589,location 734,1
5320,location 1019,2
8972,location 998,0
5417,location 918,1
4487,location 938,0
16035,location 152,0
14132,location 102,0
16266,location 122,0
12742,location 280,1
12998,location 288,0
8328,location 953,0
11923,location 350,1
5371,location 704,1
15099,location 1019,0
15237,location 33,1
15134,location 1061,0
6162,location 821,2
16660,location 1099,0
14687,location 742,0
8488,location 826,2
624,location 165,1
14426,location 793,0
7855,location 834,2
12538,location 976,1
10795,location 810,2
13979,location 533,0
6465,location 800,0
5648,location 292,0
11932,location 338,0
9048,location 957,2
13340,location 810,0
477,location 1042,1
5989,location 1075,2
13341,location 102,0
3063,location 653,2
8427,location 126,0
4573,location 664,0
8371,location 830,2
18203,location 798,0
14179,location 836,0
11179,location 1107,0
1107,location 1107,1
4261,location 443,0
5280,location 1,1
11386,location 356,0
8288,location 1061,1
16576,location 853,1
3857,location 834,2
16583,location 348,0
17339,location 234,1
15194,location 283,0
10161,location 1007,0
11737,location 615,0
17252,location 118,0
17424,location 402,1
5764,location 629,0
11686,location 945,1
17187,location 798,1
5169,location 1099,0
3760,location 899,0
16116,location 126,0
5121,location 236,0
14038,location 973,0
17034,location 102,0
16965,location 734,1
16946,location 497,0
3842,location 1027,0
6978,location 149,0
15292,location 498,0
14428,location 499,0
13698,location 810,1
15951,location 734,2
7283,location 222,0
9362,location 400,1
16942,location 155,0
13751,location 767,0
7796,location 416,1
12090,location 921,1
10721,location 1042,1
16151,location 704,0
16089,location 721,2
15350,location 1018,0
3119,location 509,0
7503,location 1010,1
15878,location 601,0
6098,location 504,0
14995,location 147,1
8036,location 1014,0
3772,location 613,0
5304,location 1019,1
6598,location 496,0
8600,location 91,0
8947,location 818,1
4254,location 1018,0
1441,location 549,0
6448,location 475,0
16374,location 460,0
17841,location 763,0
15895,location 889,0
13025,location 250,0
1271,location 410,0
4285,location 102,0
18395,location 846,0
938,location 1107,2
15310,location 909,0
10601,location 488,0
11739,location 95,0
8799,location 505,0
11306,location 494,0
9682,location 815,1
4410,location 445,0
3035,location 1088,1
12839,location 705,1
9887,location 469,0
10320,location 357,0
7048,location 447,1
15494,location 1,0
18463,location 229,1
8406,location 877,0
5192,location 881,0
6516,location 469,0
5909,location 638,1
92,location 600,0
2624,location 855,0
1434,location 512,0
68,location 684,2
10207,location 756,1
10145,location 91,0
11694,location 1031,1
7845,location 923,0
14711,location 793,0
7600,location 603,0
14338,location 289,0
15136,location 324,0
5910,location 156,0
15381,location 1008,2
4142,location 957,0
17310,location 232,0
14481,location 326,0
12224,location 810,0
13578,location 1042,0
17276,location 469,0
17357,location 706,2
12718,location 507,0
14878,location 936,1
14085,location 392,1
14169,location 735,0
1666,location 1008,0
12018,location 242,0
11352,location 1019,2
16698,location 955,0
2415,location 290,0
4429,location 846,0
9504,location 695,2
6887,location 925,2
2220,location 818,1
5345,location 734,2
13891,location 491,0
269,location 891,0
10783,location 1019,0
18086,location 135,0
17082,location 1094,0
99,location 149,0
10529,location 353,0
505,location 834,0
9778,location 1017,1
17908,location 921,0
6523,location 496,0
11896,location 1019,1
15469,location 977,1
2383,location 925,0
2219,location 1038,1
3812,location 427,1
1681,location 752,0
2846,location 382,0
12117,location 763,2
5295,location 921,1
9377,location 793,0
1500,location 1101,0
16192,location 1042,1
15840,location 488,0
8133,location 242,0
4323,location 1046,1
9754,location 644,1
6346,location 1107,2
10709,location 317,0
14281,location 1097,1
462,location 1008,1
5272,location 1030,0
10814,location 883,0
9608,location 485,0
732,location 909,0
17266,location 298,0
6712,location 912,1
7034,location 957,0
11733,location 311,0
682,location 455,0
9040,location 1107,2
260,location 653,0
18057,location 653,0
9473,location 494,0
84,location 745,1
5039,location 457,0
1247,location 1,0
15796,location 122,0
7912,location 1030,0
2569,location 124,0
12306,location 282,0
14311,location 816,1
6174,location 507,0
8991,location 12,1
10080,location 808,0
3337,location 613,1
9044,location 496,0
17170,location 508,0
5298,location 1103,0
15386,location 846,2
16550,location 313,0
992,location 579,0
15463,location 771,0
15327,location 805,0
15067,location 995,0
6479,location 475,0
10300,location 478,0
8480,location 881,0
5777,location 147,0
720,location 154,1
9166,location 946,0
4678,location 1034,0
14739,location 864,1
3261,location 16,1
5115,location 91,0
10246,location 735,0
7298,location 836,0
7697,location 126,0
2689,location 814,0
15416,location 223,0
3902,location 9,0
10179,location 91,0
14812,location 894,0
4120,location 745,0
9946,location 1049,0
16988,location 657,0
7753,location 476,0
1154,location 252,1
959,location 1097,1
8366,location 1008,1
11225,location 72,1
12183,location 490,0
15451,location 613,0
17615,location 792,0
17100,location 476,0
14001,location 812,0
13162,location 1115,0
16729,location 851,1
17397,location 936,0
3333,location 1100,2
7147,location 242,0
13483,location 496,0
3878,location 810,1
1617,location 481,0
5493,location 1117,0
2663,location 957,0
7378,location 32,2
10857,location 1019,1
16023,location 118,0
8189,location 526,0
6827,location 800,0
2070,location 808,0
11476,location 504,0
10560,location 373,0
822,location 91,0
14511,location 638,2
3704,location 270,1
12659,location 317,0
7137,location 102,0
17925,location 603,0
28,location 889,0
9394,location 45,0
11380,location 396,1
7514,location 149,1
9306,location 906,1
1409,location 723,0
2749,location 769,0
15541,location 962,1
6121,location 369,0
13996,location 236,1
17922,location 890,0
14744,location 226,1
14372,location 300,1
5464,location 1037,1
11238,location 928,0
11104,location 418,1
16424,location 1097,0
16659,location 415,0
11018,location 475,0
3457,location 157,0
5047,location 805,0
13020,location 478,0
1639,location 473,0
922,location 790,1
16079,location 972,1
12889,location 755,0
12681,location 551,2
14278,location 644,0
4327,location 485,0
12098,location 599,0
16095,location 618,2
16796,location 16,1
10432,location 895,1
12469,location 945,0
7423,location 1038,0
15221,location 1120,1
16446,location 488,0
13252,location 830,2
16281,location 149,0
13071,location 655,0
38,location 468,0
80,location 194,0
79,location 8,0
8608,location 1052,2
3189,location 1061,2
1115,location 244,0
6160,location 1019,0
7840,location 133,0
16401,location 980,1
8641,location 638,1
4383,location 315,0
6803,location 1008,0
43,location 300,0
9528,location 1086,0
6347,location 1066,0
27,location 793,0
13433,location 495,0
8,location 243,0
3590,location 998,2
4388,location 797,1
131,location 621,1
9373,location 33,2
9661,location 608,0
3752,location 149,0
243,location 520,0
15511,location 283,1
18200,location 1048,1
4361,location 13,1
7975,location 124,0
8594,location 89,1
8211,location 851,0
2499,location 1030,1
12869,location 130,1
12001,location 527,0
3700,location 745,2
2915,location 228,0
2496,location 13,0
5759,location 793,0
4782,location 91,0
16979,location 846,0
2503,location 473,0
5372,location 962,0
2323,location 485,0
6676,location 816,1
9348,location 276,0
12367,location 926,2
8902,location 375,0
14201,location 690,0
16341,location 460,0
9349,location 276,0
703,location 313,0
5951,location 846,1
12364,location 468,0
18364,location 936,1
1,location 601,1
7309,location 600,0
1964,location 1111,0
7415,location 619,0
8584,location 157,0
11885,location 755,0
6393,location 13,0
495,location 704,1
17800,location 484,0
10336,location 919,0
8458,location 12,1
18105,location 159,0
8158,location 478,0
4009,location 731,0
3934,location 375,0
5852,location 599,0
11016,location 921,2
13451,location 921,1
15470,location 1061,1
8078,location 127,0
4561,location 112,1
9558,location 619,0
12189,location 157,1
6148,location 957,0
1320,location 875,0
13966,location 106,0
8577,location 1042,0
11955,location 242,0
13681,location 226,1
191,location 95,1
17962,location 793,0
6970,location 466,0
18372,location 944,1
9075,location 793,0
9179,location 794,0
12184,location 474,0
17101,location 149,0
3855,location 793,0
1035,location 618,0
2026,location 1054,1
11313,location 1010,1
16825,location 466,0
6717,location 33,1
15970,location 1011,1
11118,location 477,0
772,location 763,1
7009,location 472,0
3697,location 116,0
1385,location 122,0
10765,location 976,1
12201,location 480,0
11854,location 495,0
1767,location 239,0
15158,location 1095,0
6857,location 1113,1
2931,location 805,0
14156,location 491,0
15306,location 887,0
13548,location 738,1
10482,location 704,0
14505,location 148,0
12720,location 1075,1
11030,location 808,0
17208,location 837,1
14129,location 155,0
7941,location 756,0
1069,location 126,0
4295,location 498,0
17982,location 1061,0
3835,location 336,1
5306,location 654,1
3778,location 493,0
7829,location 664,0
10941,location 836,0
12747,location 206,1
10059,location 821,2
14783,location 653,1
17595,location 1,2
12692,location 816,0
7313,location 1020,2
6789,location 450,0
8340,location 255,0
5608,location 470,0
17517,location 475,0
12329,location 644,1
15267,location 461,0
10026,location 879,0
2937,location 613,0
7350,location 821,0
2857,location 155,0
17464,location 124,0
14909,location 1033,2
6834,location 1015,1
9299,location 496,0
13088,location 816,1
13079,location 1023,0
17207,location 126,0
10951,location 468,0
13724,location 846,1
2909,location 834,2
4882,location 296,1
15107,location 713,0
9328,location 726,2
499,location 892,2
9780,location 737,1
2100,location 1042,1
14070,location 977,1
5427,location 1023,0
3844,location 805,0
13324,location 158,0
2618,location 600,2
2445,location 266,1
5607,location 607,0
11526,location 600,2
9543,location 499,0
7148,location 1033,0
12840,location 808,0
2501,location 122,0
1478,location 122,0
10959,location 159,0
15844,location 1030,1
15351,location 525,0
16721,location 744,0
10871,location 976,0
8969,location 126,0
5672,location 1099,0
7235,location 734,0
5375,location 7,1
11342,location 408,1
16356,location 120,1
17547,location 870,0
12639,location 292,0
3607,location 883,1
10564,location 505,0
1557,location 181,0
8738,location 1054,0
3278,location 73,1
7097,location 451,0
1730,location 1110,0
10450,location 488,0
17687,location 931,0
4362,location 183,0
10127,location 1088,1
14714,location 210,0
7497,location 684,0
10822,location 884,2
10762,location 707,0
15772,location 91,0
7401,location 924,0
16484,location 283,0
130,location 7,0
6292,location 834,2
9127,location 1024,0
4252,location 477,0
9006,location 226,1
3380,location 475,0
14938,location 948,0
12817,location 139,0
17452,location 817,0
12583,location 3,0
15938,location 883,1
12349,location 600,2
9243,location 909,1
6812,location 242,0
16752,location 931,0
7719,location 976,2
1002,location 665,1
4861,location 1017,1
10442,location 459,0
12396,location 1107,0
421,location 836,0
608,location 1008,1
134,location 892,2
18344,location 197,0
9982,location 834,1
7259,location 91,0
1587,location 363,1
16991,location 135,0
12344,location 1056,1
17807,location 903,1
5845,location 155,0
15860,location 821,1
16312,location 141,0
2765,location 734,0
20,location 79,0
5273,location 640,1
5062,location 374,0
9420,location 892,0
14743,location 1007,0
18101,location 255,0
15418,location 895,1
8278,location 499,0
12498,location 145,0
16505,location 1075,0
18346,location 445,0
10982,location 108,1
5279,location 548,0
2327,location 936,2
9180,location 798,1
7877,location 506,0
10324,location 65,2
17512,location 466,0
5774,location 208,0
14684,location 710,0
