id,severity_type
173,severity_type 1
18467,severity_type 1
5279,severity_type 1
2341,severity_type 1
4314,severity_type 1
2507,severity_type 2
4304,severity_type 1
14028,severity_type 2
10788,severity_type 2
4166,severity_type 1
1441,severity_type 1
2326,severity_type 5
6647,severity_type 5
11076,severity_type 5
12681,severity_type 1
13487,severity_type 1
16075,severity_type 1
9955,severity_type 1
1641,severity_type 1
4855,severity_type 1
14000,severity_type 1
11867,severity_type 1
7058,severity_type 1
5836,severity_type 1
11353,severity_type 1
17796,severity_type 1
17776,severity_type 1
18035,severity_type 1
17411,severity_type 1
7510,severity_type 1
1634,severity_type 1
7939,severity_type 1
4435,severity_type 2
17663,severity_type 1
6686,severity_type 5
4904,severity_type 1
9906,severity_type 1
16939,severity_type 1
5946,severity_type 4
15148,severity_type 1
2797,severity_type 2
11749,severity_type 4
13885,severity_type 1
5931,severity_type 1
6886,severity_type 2
16604,severity_type 1
16723,severity_type 1
10426,severity_type 2
10968,severity_type 1
18009,severity_type 2
8872,severity_type 2
4122,severity_type 1
17109,severity_type 2
2225,severity_type 2
12567,severity_type 1
18217,severity_type 2
14717,severity_type 2
17610,severity_type 2
4373,severity_type 2
14841,severity_type 2
3964,severity_type 1
9401,severity_type 2
757,severity_type 2
17915,severity_type 2
4999,severity_type 2
117,severity_type 1
7738,severity_type 2
14874,severity_type 1
4485,severity_type 1
10655,severity_type 1
14119,severity_type 1
15735,severity_type 1
12744,severity_type 1
14241,severity_type 1
7099,severity_type 1
6781,severity_type 1
9711,severity_type 1
5674,severity_type 1
11244,severity_type 1
7358,severity_type 1
13851,severity_type 1
12580,severity_type 1
2986,severity_type 1
8034,severity_type 1
16084,severity_type 1
1922,severity_type 1
7500,severity_type 1
13520,severity_type 1
1679,severity_type 1
1872,severity_type 1
4189,severity_type 1
15734,severity_type 1
15417,severity_type 1
17340,severity_type 1
17166,severity_type 1
16738,severity_type 1
12434,severity_type 1
8905,severity_type 1
12402,severity_type 2
14651,severity_type 1
992,severity_type 1
8779,severity_type 1
3846,severity_type 4
7591,severity_type 2
15553,severity_type 1
8952,severity_type 1
1654,severity_type 1
11607,severity_type 1
9950,severity_type 1
1519,severity_type 1
8489,severity_type 1
4712,severity_type 2
18064,severity_type 1
9070,severity_type 1
11299,severity_type 2
9688,severity_type 1
5368,severity_type 2
13246,severity_type 1
18012,severity_type 2
3325,severity_type 1
14650,severity_type 1
14300,severity_type 2
4313,severity_type 1
6108,severity_type 1
11832,severity_type 1
10037,severity_type 2
4255,severity_type 2
6606,severity_type 2
5268,severity_type 2
3359,severity_type 1
16407,severity_type 1
16489,severity_type 2
3767,severity_type 2
12105,severity_type 1
13716,severity_type 1
4087,severity_type 1
7838,severity_type 1
10604,severity_type 1
12894,severity_type 1
2255,severity_type 1
15631,severity_type 1
2235,severity_type 1
2491,severity_type 1
1644,severity_type 1
4639,severity_type 1
1166,severity_type 1
6319,severity_type 2
1986,severity_type 1
3417,severity_type 1
10422,severity_type 2
16063,severity_type 1
10984,severity_type 1
9230,severity_type 2
2683,severity_type 1
16740,severity_type 1
17768,severity_type 1
10433,severity_type 1
930,severity_type 1
9464,severity_type 1
15798,severity_type 2
7331,severity_type 1
10910,severity_type 1
15942,severity_type 2
5046,severity_type 1
4991,severity_type 1
4660,severity_type 2
7989,severity_type 1
16473,severity_type 1
17490,severity_type 1
12853,severity_type 1
16664,severity_type 1
1045,severity_type 2
16178,severity_type 1
6757,severity_type 1
10325,severity_type 1
1327,severity_type 1
18065,severity_type 1
6952,severity_type 1
14929,severity_type 4
2482,severity_type 4
16076,severity_type 1
5690,severity_type 1
6226,severity_type 1
2013,severity_type 2
10102,severity_type 1
13634,severity_type 1
18445,severity_type 1
13294,severity_type 1
1757,severity_type 1
3079,severity_type 1
2981,severity_type 1
2876,severity_type 1
13054,severity_type 2
909,severity_type 2
13773,severity_type 1
5412,severity_type 1
3521,severity_type 1
2882,severity_type 1
2312,severity_type 1
15564,severity_type 1
15022,severity_type 1
3676,severity_type 1
9218,severity_type 1
18394,severity_type 1
1375,severity_type 1
14833,severity_type 1
13852,severity_type 1
5183,severity_type 1
7364,severity_type 1
2262,severity_type 1
10023,severity_type 1
10766,severity_type 1
18288,severity_type 1
4643,severity_type 1
8033,severity_type 2
12766,severity_type 1
6186,severity_type 1
15104,severity_type 2
3633,severity_type 2
5255,severity_type 2
5447,severity_type 2
17324,severity_type 2
2263,severity_type 2
3300,severity_type 1
2732,severity_type 1
6111,severity_type 2
8627,severity_type 2
17934,severity_type 2
11004,severity_type 2
9408,severity_type 2
13318,severity_type 2
7152,severity_type 2
1563,severity_type 2
13633,severity_type 2
7929,severity_type 2
8166,severity_type 2
17560,severity_type 2
2967,severity_type 1
13647,severity_type 2
7023,severity_type 2
12821,severity_type 2
8705,severity_type 2
6898,severity_type 2
10937,severity_type 2
16128,severity_type 2
13723,severity_type 2
172,severity_type 2
7684,severity_type 2
163,severity_type 2
5852,severity_type 2
10878,severity_type 2
13003,severity_type 2
15526,severity_type 2
12941,severity_type 2
18261,severity_type 1
17268,severity_type 2
6706,severity_type 2
4766,severity_type 1
48,severity_type 2
2579,severity_type 1
15083,severity_type 1
4644,severity_type 2
2315,severity_type 2
15784,severity_type 2
3403,severity_type 1
1787,severity_type 2
12098,severity_type 2
11338,severity_type 1
17374,severity_type 1
17005,severity_type 1
1812,severity_type 1
11105,severity_type 2
6983,severity_type 2
10971,severity_type 2
7582,severity_type 2
1065,severity_type 2
7470,severity_type 2
6041,severity_type 2
7309,severity_type 2
6868,severity_type 2
7388,severity_type 2
3800,severity_type 2
18302,severity_type 2
11668,severity_type 1
13321,severity_type 2
7513,severity_type 2
18291,severity_type 2
13049,severity_type 1
16208,severity_type 1
9846,severity_type 1
2817,severity_type 2
4140,severity_type 1
7750,severity_type 1
1284,severity_type 2
11892,severity_type 1
6765,severity_type 2
16126,severity_type 1
8926,severity_type 2
15421,severity_type 1
2399,severity_type 1
13730,severity_type 2
7762,severity_type 2
11426,severity_type 2
15224,severity_type 2
12499,severity_type 2
17144,severity_type 1
18016,severity_type 1
15620,severity_type 1
9851,severity_type 2
7756,severity_type 1
3502,severity_type 2
11643,severity_type 1
5154,severity_type 2
17562,severity_type 2
9685,severity_type 1
15294,severity_type 1
5572,severity_type 2
4273,severity_type 2
2618,severity_type 2
376,severity_type 2
18393,severity_type 2
14992,severity_type 2
4862,severity_type 2
6298,severity_type 2
6682,severity_type 1
3884,severity_type 1
17708,severity_type 2
8760,severity_type 2
4267,severity_type 1
13504,severity_type 2
16222,severity_type 2
15010,severity_type 2
11903,severity_type 2
9631,severity_type 2
8669,severity_type 2
9457,severity_type 2
2137,severity_type 2
10177,severity_type 2
16669,severity_type 1
6977,severity_type 2
10750,severity_type 2
14691,severity_type 2
13266,severity_type 2
5381,severity_type 2
9263,severity_type 2
7001,severity_type 2
10405,severity_type 1
17806,severity_type 2
11154,severity_type 2
310,severity_type 2
10312,severity_type 2
4657,severity_type 2
159,severity_type 2
13562,severity_type 2
12571,severity_type 2
6195,severity_type 2
5536,severity_type 2
92,severity_type 2
2213,severity_type 2
8156,severity_type 2
6539,severity_type 2
11526,severity_type 2
1999,severity_type 2
4555,severity_type 2
17381,severity_type 2
18044,severity_type 2
15106,severity_type 2
10294,severity_type 2
5538,severity_type 2
13060,severity_type 2
6419,severity_type 2
6317,severity_type 2
7161,severity_type 2
4157,severity_type 2
3285,severity_type 2
16199,severity_type 2
6220,severity_type 2
10896,severity_type 2
10642,severity_type 2
9194,severity_type 2
10784,severity_type 2
14512,severity_type 2
16597,severity_type 2
18502,severity_type 2
6314,severity_type 2
7387,severity_type 2
3392,severity_type 2
9301,severity_type 2
16267,severity_type 2
10034,severity_type 2
7290,severity_type 2
9889,severity_type 2
10574,severity_type 2
15537,severity_type 2
4834,severity_type 2
2136,severity_type 1
12641,severity_type 2
1607,severity_type 2
18419,severity_type 2
11252,severity_type 2
14908,severity_type 1
12349,severity_type 2
1981,severity_type 2
8154,severity_type 2
13227,severity_type 2
6247,severity_type 2
1102,severity_type 2
9743,severity_type 1
17004,severity_type 2
9710,severity_type 1
8740,severity_type 1
4078,severity_type 2
6725,severity_type 1
5009,severity_type 1
11552,severity_type 1
1,severity_type 1
15132,severity_type 1
3159,severity_type 4
18010,severity_type 1
3011,severity_type 1
5612,severity_type 1
11677,severity_type 1
4624,severity_type 1
11988,severity_type 1
10115,severity_type 1
8646,severity_type 1
12383,severity_type 1
3163,severity_type 2
11055,severity_type 1
12501,severity_type 4
15878,severity_type 4
12370,severity_type 2
1479,severity_type 2
8751,severity_type 2
574,severity_type 2
3738,severity_type 1
2924,severity_type 1
59,severity_type 1
9090,severity_type 2
4024,severity_type 1
4893,severity_type 1
7600,severity_type 1
11297,severity_type 1
17289,severity_type 1
16155,severity_type 4
18269,severity_type 2
11137,severity_type 1
700,severity_type 1
10428,severity_type 1
18397,severity_type 2
13840,severity_type 2
7066,severity_type 1
18440,severity_type 1
394,severity_type 1
1006,severity_type 1
18466,severity_type 1
3005,severity_type 1
15118,severity_type 1
18495,severity_type 1
13957,severity_type 1
6112,severity_type 1
2125,severity_type 1
17925,severity_type 4
6521,severity_type 1
16123,severity_type 1
13959,severity_type 1
10020,severity_type 4
5833,severity_type 1
1377,severity_type 4
17804,severity_type 1
5798,severity_type 1
11722,severity_type 1
3439,severity_type 1
13783,severity_type 1
10599,severity_type 1
16859,severity_type 1
1650,severity_type 1
5422,severity_type 1
2073,severity_type 1
16981,severity_type 1
7505,severity_type 1
6961,severity_type 1
13684,severity_type 2
8987,severity_type 2
14639,severity_type 1
3827,severity_type 1
11372,severity_type 1
9538,severity_type 1
4421,severity_type 2
8925,severity_type 2
6562,severity_type 2
1295,severity_type 2
11654,severity_type 2
1813,severity_type 2
16404,severity_type 2
5734,severity_type 1
8290,severity_type 2
3041,severity_type 1
730,severity_type 2
4959,severity_type 1
7933,severity_type 1
10698,severity_type 1
2880,severity_type 1
1911,severity_type 4
5607,severity_type 4
4001,severity_type 4
9661,severity_type 2
15152,severity_type 1
5441,severity_type 1
7164,severity_type 2
9994,severity_type 2
16909,severity_type 2
7792,severity_type 2
8017,severity_type 2
15599,severity_type 1
18363,severity_type 1
5060,severity_type 2
14780,severity_type 2
5642,severity_type 1
14334,severity_type 1
3829,severity_type 1
11762,severity_type 2
9402,severity_type 2
11111,severity_type 1
14019,severity_type 2
3505,severity_type 2
3077,severity_type 2
17065,severity_type 2
11533,severity_type 2
14033,severity_type 2
7225,severity_type 2
13271,severity_type 2
15424,severity_type 2
15708,severity_type 2
1175,severity_type 2
17721,severity_type 2
1324,severity_type 2
50,severity_type 1
6780,severity_type 2
16328,severity_type 2
10585,severity_type 2
1220,severity_type 2
12597,severity_type 2
8896,severity_type 2
8856,severity_type 2
7030,severity_type 4
16364,severity_type 4
2494,severity_type 4
761,severity_type 1
9658,severity_type 2
2970,severity_type 1
14921,severity_type 1
17955,severity_type 1
16935,severity_type 1
15493,severity_type 1
15750,severity_type 1
8009,severity_type 1
4612,severity_type 1
2850,severity_type 1
10149,severity_type 2
4912,severity_type 2
18024,severity_type 2
6078,severity_type 1
3232,severity_type 1
8572,severity_type 1
6044,severity_type 1
4559,severity_type 2
6799,severity_type 2
1190,severity_type 1
5782,severity_type 2
15924,severity_type 1
2937,severity_type 1
2246,severity_type 2
1683,severity_type 1
6165,severity_type 1
6324,severity_type 1
16792,severity_type 1
1769,severity_type 2
13052,severity_type 1
17802,severity_type 1
15948,severity_type 1
15451,severity_type 2
12807,severity_type 1
9845,severity_type 1
15316,severity_type 2
3510,severity_type 2
4113,severity_type 2
3985,severity_type 1
15201,severity_type 2
5017,severity_type 2
11953,severity_type 1
17803,severity_type 1
4949,severity_type 1
7985,severity_type 1
17481,severity_type 2
736,severity_type 1
11564,severity_type 2
10786,severity_type 1
18309,severity_type 1
5148,severity_type 1
4594,severity_type 1
12901,severity_type 1
1056,severity_type 1
2791,severity_type 1
10165,severity_type 2
4108,severity_type 1
11798,severity_type 1
11186,severity_type 1
11603,severity_type 1
2148,severity_type 1
16345,severity_type 1
7681,severity_type 1
16572,severity_type 1
4863,severity_type 1
6076,severity_type 1
9535,severity_type 1
10490,severity_type 1
8119,severity_type 1
17792,severity_type 1
11742,severity_type 1
7917,severity_type 1
11814,severity_type 2
7693,severity_type 1
5870,severity_type 1
11824,severity_type 2
4845,severity_type 1
890,severity_type 1
2959,severity_type 1
13754,severity_type 1
2673,severity_type 1
17420,severity_type 1
3772,severity_type 2
2644,severity_type 1
13018,severity_type 1
1513,severity_type 1
3287,severity_type 1
3337,severity_type 1
17746,severity_type 1
3519,severity_type 1
13417,severity_type 1
9835,severity_type 1
13300,severity_type 1
4552,severity_type 1
15450,severity_type 1
18098,severity_type 1
5917,severity_type 1
18078,severity_type 1
3604,severity_type 1
15624,severity_type 1
11966,severity_type 1
10066,severity_type 1
14809,severity_type 1
629,severity_type 1
18222,severity_type 1
8456,severity_type 1
14695,severity_type 1
17621,severity_type 1
3032,severity_type 1
12852,severity_type 1
8873,severity_type 1
10545,severity_type 1
10688,severity_type 1
4805,severity_type 1
12851,severity_type 1
16275,severity_type 1
4600,severity_type 1
12896,severity_type 1
17406,severity_type 1
17741,severity_type 2
17859,severity_type 1
11660,severity_type 2
1084,severity_type 2
13768,severity_type 2
9824,severity_type 1
3211,severity_type 1
11737,severity_type 1
17723,severity_type 1
13786,severity_type 1
2348,severity_type 2
16945,severity_type 1
8651,severity_type 2
9788,severity_type 1
3206,severity_type 1
8650,severity_type 2
381,severity_type 1
676,severity_type 1
7101,severity_type 1
15558,severity_type 4
10523,severity_type 2
8012,severity_type 1
9380,severity_type 1
16764,severity_type 1
1352,severity_type 1
1035,severity_type 1
1475,severity_type 4
9109,severity_type 4
3110,severity_type 1
12446,severity_type 1
13880,severity_type 1
865,severity_type 1
6611,severity_type 1
4074,severity_type 4
4218,severity_type 1
17767,severity_type 1
4637,severity_type 4
10626,severity_type 1
16095,severity_type 1
954,severity_type 1
7798,severity_type 4
9567,severity_type 4
729,severity_type 1
16270,severity_type 2
12970,severity_type 2
16450,severity_type 1
16828,severity_type 1
17045,severity_type 1
3963,severity_type 1
11187,severity_type 1
17589,severity_type 1
16585,severity_type 1
8678,severity_type 1
597,severity_type 1
12857,severity_type 1
9558,severity_type 1
14830,severity_type 1
3782,severity_type 1
2721,severity_type 1
4992,severity_type 1
6603,severity_type 1
8021,severity_type 1
2412,severity_type 2
1612,severity_type 2
140,severity_type 2
16848,severity_type 1
6331,severity_type 2
7691,severity_type 1
7415,severity_type 1
453,severity_type 2
2792,severity_type 2
2938,severity_type 1
6653,severity_type 1
4344,severity_type 1
2910,severity_type 1
9432,severity_type 1
5998,severity_type 1
13914,severity_type 1
4932,severity_type 1
7518,severity_type 1
8110,severity_type 1
16566,severity_type 1
15853,severity_type 1
9742,severity_type 1
15587,severity_type 1
5103,severity_type 1
16242,severity_type 1
8222,severity_type 1
16163,severity_type 1
12506,severity_type 1
18190,severity_type 1
5230,severity_type 1
10994,severity_type 1
8853,severity_type 1
16130,severity_type 1
4080,severity_type 1
18522,severity_type 1
131,severity_type 1
17787,severity_type 1
9692,severity_type 1
15649,severity_type 1
17712,severity_type 1
5141,severity_type 1
13416,severity_type 1
8490,severity_type 1
5949,severity_type 1
10166,severity_type 1
17822,severity_type 1
16665,severity_type 1
1196,severity_type 4
9695,severity_type 2
13687,severity_type 2
1861,severity_type 1
3650,severity_type 1
10485,severity_type 1
2033,severity_type 2
18179,severity_type 1
6363,severity_type 1
7335,severity_type 2
12528,severity_type 2
7946,severity_type 2
5018,severity_type 2
15781,severity_type 2
16968,severity_type 1
15851,severity_type 2
7444,severity_type 2
6278,severity_type 2
13894,severity_type 2
9404,severity_type 4
14682,severity_type 4
383,severity_type 4
6067,severity_type 2
1633,severity_type 2
6967,severity_type 2
4441,severity_type 2
4123,severity_type 2
334,severity_type 2
12046,severity_type 1
17077,severity_type 2
3365,severity_type 2
12269,severity_type 1
11921,severity_type 2
5207,severity_type 2
6209,severity_type 2
9121,severity_type 2
9340,severity_type 2
7576,severity_type 2
12525,severity_type 2
1857,severity_type 4
8380,severity_type 2
16411,severity_type 1
11692,severity_type 1
9100,severity_type 1
5764,severity_type 1
15884,severity_type 1
2806,severity_type 1
13804,severity_type 2
16377,severity_type 1
13431,severity_type 1
11289,severity_type 1
11103,severity_type 1
8476,severity_type 1
4205,severity_type 2
12885,severity_type 1
17369,severity_type 1
5896,severity_type 1
13787,severity_type 1
1345,severity_type 1
8126,severity_type 1
8538,severity_type 1
14836,severity_type 1
11590,severity_type 1
17296,severity_type 1
4414,severity_type 1
7932,severity_type 1
5523,severity_type 1
18166,severity_type 1
15906,severity_type 1
5552,severity_type 1
5907,severity_type 1
17957,severity_type 1
17521,severity_type 1
12425,severity_type 1
15742,severity_type 1
4875,severity_type 4
2239,severity_type 1
2119,severity_type 4
11290,severity_type 1
4101,severity_type 1
9397,severity_type 4
3478,severity_type 1
16750,severity_type 1
6798,severity_type 1
13375,severity_type 1
6095,severity_type 4
13323,severity_type 4
5909,severity_type 1
10458,severity_type 1
4287,severity_type 1
14950,severity_type 1
1511,severity_type 1
2607,severity_type 1
10481,severity_type 1
13660,severity_type 1
8641,severity_type 1
687,severity_type 1
6283,severity_type 1
5492,severity_type 1
11964,severity_type 1
1502,severity_type 1
17685,severity_type 1
11791,severity_type 1
10815,severity_type 1
10583,severity_type 1
6895,severity_type 1
530,severity_type 1
4093,severity_type 1
689,severity_type 1
4529,severity_type 4
12599,severity_type 4
14511,severity_type 1
16016,severity_type 1
6235,severity_type 1
9552,severity_type 1
1903,severity_type 1
6061,severity_type 4
12440,severity_type 1
8982,severity_type 1
4368,severity_type 1
7153,severity_type 1
12071,severity_type 1
7,severity_type 1
13104,severity_type 1
14305,severity_type 1
17129,severity_type 1
10674,severity_type 1
18067,severity_type 1
4832,severity_type 1
2371,severity_type 1
3500,severity_type 1
16835,severity_type 1
10298,severity_type 1
2982,severity_type 1
13411,severity_type 1
11862,severity_type 1
15202,severity_type 4
12831,severity_type 1
6699,severity_type 1
12313,severity_type 1
12546,severity_type 4
7260,severity_type 1
1149,severity_type 1
10395,severity_type 1
5753,severity_type 4
9004,severity_type 4
583,severity_type 1
3,severity_type 1
10969,severity_type 1
15763,severity_type 1
12769,severity_type 1
2276,severity_type 4
823,severity_type 1
9731,severity_type 4
17029,severity_type 1
5273,severity_type 1
1942,severity_type 4
7414,severity_type 1
15155,severity_type 1
8666,severity_type 4
951,severity_type 1
12205,severity_type 4
6848,severity_type 1
9772,severity_type 4
1749,severity_type 1
14755,severity_type 4
563,severity_type 1
17128,severity_type 1
12604,severity_type 4
18018,severity_type 1
2782,severity_type 1
12121,severity_type 1
17732,severity_type 1
697,severity_type 1
18454,severity_type 1
7233,severity_type 1
17247,severity_type 1
7428,severity_type 1
16234,severity_type 1
18115,severity_type 1
2898,severity_type 1
11707,severity_type 1
1980,severity_type 1
12294,severity_type 1
4387,severity_type 1
12234,severity_type 1
3887,severity_type 1
6040,severity_type 1
13694,severity_type 4
13463,severity_type 1
561,severity_type 1
15473,severity_type 1
18345,severity_type 4
4515,severity_type 1
8773,severity_type 1
2726,severity_type 1
14697,severity_type 1
13947,severity_type 1
7050,severity_type 4
1703,severity_type 1
17305,severity_type 1
13191,severity_type 4
2941,severity_type 1
1571,severity_type 1
7366,severity_type 1
2606,severity_type 1
14584,severity_type 1
3961,severity_type 1
9971,severity_type 1
14857,severity_type 1
18007,severity_type 1
1307,severity_type 1
6345,severity_type 1
10147,severity_type 1
13709,severity_type 1
5326,severity_type 1
1447,severity_type 1
6626,severity_type 1
8981,severity_type 1
11295,severity_type 1
3546,severity_type 4
3821,severity_type 4
12022,severity_type 1
9416,severity_type 1
16934,severity_type 4
6506,severity_type 4
17104,severity_type 1
8048,severity_type 1
9492,severity_type 1
8102,severity_type 4
5481,severity_type 1
10540,severity_type 1
136,severity_type 1
4698,severity_type 1
11319,severity_type 4
10549,severity_type 4
6407,severity_type 1
5936,severity_type 1
7584,severity_type 1
9559,severity_type 1
5409,severity_type 1
13790,severity_type 4
5377,severity_type 1
7169,severity_type 1
9414,severity_type 4
457,severity_type 1
7020,severity_type 1
5157,severity_type 1
9754,severity_type 1
13559,severity_type 1
7022,severity_type 1
14278,severity_type 1
9188,severity_type 1
5580,severity_type 1
5683,severity_type 1
4128,severity_type 1
5678,severity_type 1
16526,severity_type 1
8454,severity_type 1
2302,severity_type 1
18470,severity_type 1
19,severity_type 1
12669,severity_type 1
1201,severity_type 1
18110,severity_type 1
11836,severity_type 1
14648,severity_type 4
4416,severity_type 4
6691,severity_type 1
10002,severity_type 4
12933,severity_type 4
5567,severity_type 1
15606,severity_type 1
7802,severity_type 1
16894,severity_type 1
12329,severity_type 1
11056,severity_type 1
9112,severity_type 1
9489,severity_type 1
18270,severity_type 1
12601,severity_type 4
4381,severity_type 1
5716,severity_type 4
2028,severity_type 1
8186,severity_type 1
13063,severity_type 1
5301,severity_type 4
6728,severity_type 4
9300,severity_type 1
13877,severity_type 1
5551,severity_type 1
1480,severity_type 1
645,severity_type 1
14181,severity_type 1
5281,severity_type 1
6365,severity_type 1
4,severity_type 4
12145,severity_type 1
2927,severity_type 1
15423,severity_type 1
12971,severity_type 1
8001,severity_type 1
16685,severity_type 1
16440,severity_type 2
9924,severity_type 1
16810,severity_type 1
956,severity_type 1
794,severity_type 1
15870,severity_type 1
3133,severity_type 1
6104,severity_type 1
5635,severity_type 1
1528,severity_type 1
8802,severity_type 1
4511,severity_type 1
7036,severity_type 1
11450,severity_type 1
17220,severity_type 1
14190,severity_type 1
12824,severity_type 1
5792,severity_type 1
4769,severity_type 1
4955,severity_type 1
8379,severity_type 1
10112,severity_type 1
6066,severity_type 1
11830,severity_type 1
220,severity_type 1
6062,severity_type 1
9524,severity_type 1
10820,severity_type 1
14975,severity_type 1
7395,severity_type 1
5202,severity_type 1
2267,severity_type 1
5067,severity_type 1
15639,severity_type 1
4536,severity_type 1
13498,severity_type 1
8450,severity_type 4
10141,severity_type 1
16070,severity_type 1
14152,severity_type 1
3993,severity_type 1
10907,severity_type 1
12610,severity_type 1
6807,severity_type 4
17316,severity_type 1
16350,severity_type 1
18427,severity_type 1
18367,severity_type 4
17445,severity_type 1
16919,severity_type 1
8849,severity_type 4
2985,severity_type 1
12181,severity_type 1
15912,severity_type 1
11801,severity_type 1
1248,severity_type 1
14307,severity_type 4
2283,severity_type 1
13091,severity_type 1
16443,severity_type 1
650,severity_type 1
6667,severity_type 1
5084,severity_type 2
10234,severity_type 1
470,severity_type 2
11700,severity_type 1
18511,severity_type 1
15682,severity_type 1
1774,severity_type 1
15308,severity_type 1
12926,severity_type 1
5134,severity_type 1
17821,severity_type 1
12124,severity_type 1
8056,severity_type 1
12480,severity_type 1
7063,severity_type 1
8243,severity_type 1
7205,severity_type 1
13444,severity_type 1
14741,severity_type 1
12436,severity_type 1
3839,severity_type 1
13937,severity_type 1
11325,severity_type 1
8834,severity_type 1
10324,severity_type 1
13136,severity_type 1
13994,severity_type 1
13599,severity_type 1
18436,severity_type 1
2234,severity_type 1
11794,severity_type 1
10338,severity_type 1
949,severity_type 1
2960,severity_type 1
1346,severity_type 1
7031,severity_type 1
16794,severity_type 1
11600,severity_type 1
16115,severity_type 1
18460,severity_type 1
10724,severity_type 1
10598,severity_type 1
4144,severity_type 1
18030,severity_type 1
17124,severity_type 1
7814,severity_type 2
15003,severity_type 1
14381,severity_type 2
4993,severity_type 1
3792,severity_type 1
14057,severity_type 1
986,severity_type 1
16940,severity_type 1
4502,severity_type 1
1246,severity_type 1
14308,severity_type 1
6776,severity_type 1
14752,severity_type 2
13511,severity_type 2
9077,severity_type 1
14253,severity_type 1
17095,severity_type 2
16278,severity_type 2
7006,severity_type 2
12171,severity_type 2
2401,severity_type 2
10751,severity_type 2
2843,severity_type 2
1794,severity_type 2
3295,severity_type 1
13188,severity_type 1
8959,severity_type 1
12764,severity_type 2
18057,severity_type 2
10887,severity_type 1
6025,severity_type 1
2486,severity_type 2
1467,severity_type 1
9223,severity_type 1
15598,severity_type 1
3735,severity_type 2
1897,severity_type 1
15559,severity_type 2
16042,severity_type 1
14320,severity_type 2
10756,severity_type 2
10640,severity_type 1
16692,severity_type 1
7745,severity_type 1
13539,severity_type 1
14053,severity_type 1
2939,severity_type 1
16739,severity_type 2
9310,severity_type 1
13926,severity_type 2
5750,severity_type 2
3063,severity_type 1
4716,severity_type 1
1908,severity_type 1
6628,severity_type 1
17619,severity_type 1
2928,severity_type 2
9221,severity_type 2
9840,severity_type 1
7963,severity_type 1
2804,severity_type 2
17213,severity_type 1
643,severity_type 2
3152,severity_type 1
872,severity_type 2
7610,severity_type 1
13940,severity_type 2
16287,severity_type 2
8520,severity_type 2
2519,severity_type 1
16074,severity_type 1
2936,severity_type 1
16564,severity_type 1
6975,severity_type 2
10208,severity_type 2
18424,severity_type 2
8268,severity_type 1
14272,severity_type 1
3891,severity_type 2
7769,severity_type 1
1879,severity_type 1
3905,severity_type 1
16324,severity_type 1
16802,severity_type 2
5902,severity_type 2
15371,severity_type 2
2966,severity_type 1
7581,severity_type 1
17438,severity_type 1
3122,severity_type 1
11717,severity_type 1
6808,severity_type 1
1859,severity_type 1
11092,severity_type 2
7586,severity_type 1
4636,severity_type 2
4278,severity_type 1
6054,severity_type 2
14701,severity_type 1
15961,severity_type 2
10092,severity_type 1
17969,severity_type 2
11945,severity_type 2
1421,severity_type 1
13492,severity_type 1
10334,severity_type 1
11257,severity_type 2
8111,severity_type 2
11630,severity_type 1
4111,severity_type 1
8343,severity_type 1
664,severity_type 1
11676,severity_type 1
819,severity_type 2
17740,severity_type 1
560,severity_type 2
4051,severity_type 2
16380,severity_type 1
9198,severity_type 1
7292,severity_type 1
4685,severity_type 2
9940,severity_type 1
14017,severity_type 2
3472,severity_type 2
1645,severity_type 2
7628,severity_type 1
15586,severity_type 1
14783,severity_type 1
12336,severity_type 1
2463,severity_type 1
8931,severity_type 1
2687,severity_type 1
14188,severity_type 1
9407,severity_type 1
11913,severity_type 1
5165,severity_type 1
16469,severity_type 1
9252,severity_type 2
4675,severity_type 1
15752,severity_type 2
260,severity_type 2
167,severity_type 1
7106,severity_type 1
2470,severity_type 1
6087,severity_type 2
9074,severity_type 1
16088,severity_type 1
16254,severity_type 1
9675,severity_type 1
12749,severity_type 2
11941,severity_type 1
1140,severity_type 1
8391,severity_type 1
9296,severity_type 1
9438,severity_type 1
6976,severity_type 2
663,severity_type 1
12657,severity_type 1
18251,severity_type 1
3462,severity_type 2
2003,severity_type 1
15613,severity_type 1
18359,severity_type 2
16906,severity_type 2
696,severity_type 2
9199,severity_type 2
4126,severity_type 2
3872,severity_type 2
8708,severity_type 2
11628,severity_type 1
7536,severity_type 2
13661,severity_type 1
16477,severity_type 1
5306,severity_type 5
12715,severity_type 1
17729,severity_type 1
437,severity_type 1
627,severity_type 1
9993,severity_type 1
6198,severity_type 1
72,severity_type 1
13663,severity_type 1
15302,severity_type 1
6169,severity_type 1
8455,severity_type 1
9967,severity_type 2
17431,severity_type 1
7868,severity_type 2
12003,severity_type 1
16413,severity_type 1
9963,severity_type 1
873,severity_type 1
13071,severity_type 1
9858,severity_type 1
17649,severity_type 1
2956,severity_type 1
538,severity_type 1
11136,severity_type 1
15648,severity_type 1
15699,severity_type 1
3145,severity_type 1
18362,severity_type 1
16988,severity_type 2
7994,severity_type 4
1470,severity_type 1
3537,severity_type 2
13833,severity_type 1
5696,severity_type 4
11210,severity_type 1
904,severity_type 1
17563,severity_type 1
16354,severity_type 1
6746,severity_type 1
17655,severity_type 2
9224,severity_type 1
15675,severity_type 1
15358,severity_type 1
546,severity_type 1
4153,severity_type 1
