id,resource_type
11467,resource_type 8
11468,resource_type 8
11469,resource_type 2
11470,resource_type 2
11471,resource_type 2
11472,resource_type 8
11473,resource_type 2
11474,resource_type 8
11474,resource_type 2
11475,resource_type 8
11476,resource_type 2
11477,resource_type 2
11478,resource_type 6
11478,resource_type 8
11479,resource_type 2
11480,resource_type 2
11481,resource_type 2
11482,resource_type 2
11482,resource_type 2
11483,resource_type 8
11484,resource_type 2
11485,resource_type 8
11486,resource_type 2
11487,resource_type 2
11487,resource_type 2
11488,resource_type 2
11489,resource_type 8
11490,resource_type 2
11491,resource_type 2
11492,resource_type 8
11493,resource_type 2
11493,resource_type 8
11494,resource_type 2
11495,resource_type 8
11495,resource_type 8
11496,resource_type 3
11496,resource_type 8
11497,resource_type 8
11498,resource_type 8
11499,resource_type 2
11500,resource_type 8
11500,resource_type 8
11501,resource_type 8
11502,resource_type 2
11503,resource_type 8
11504,resource_type 2
11505,resource_type 2
11506,resource_type 2
11507,resource_type 2
11508,resource_type 2
11509,resource_type 8
11510,resource_type 8
11510,resource_type 8
11511,resource_type 2
11512,resource_type 8
11513,resource_type 8
11513,resource_type 8
11514,resource_type 8
11515,resource_type 8
11516,resource_type 2
11517,resource_type 6
11517,resource_type 8
11517,resource_type 6
11517,resource_type 8
11518,resource_type 8
11519,resource_type 6
11519,resource_type 8
11520,resource_type 8
11521,resource_type 2
11522,resource_type 8
11522,resource_type 2
11523,resource_type 2
11524,resource_type 8
11525,resource_type 8
11526,resource_type 8
11527,resource_type 8
11528,resource_type 2
11529,resource_type 2
11530,resource_type 2
11531,resource_type 8
11532,resource_type 8
11533,resource_type 7
11533,resource_type 8
11534,resource_type 8
11534,resource_type 8
11535,resource_type 8
11535,resource_type 8
11536,resource_type 2
11537,resource_type 8
11538,resource_type 2
11538,resource_type 2
11539,resource_type 8
11540,resource_type 8
11540,resource_type 8
11541,resource_type 2
11542,resource_type 8
11543,resource_type 8
11543,resource_type 8
11544,resource_type 2
11545,resource_type 8
11546,resource_type 8
11546,resource_type 2
11547,resource_type 8
11547,resource_type 2
11548,resource_type 8
11548,resource_type 2
11549,resource_type 2
11550,resource_type 2
11551,resource_type 8
11552,resource_type 6
11552,resource_type 10
11553,resource_type 2
11554,resource_type 8
11555,resource_type 8
11556,resource_type 8
11557,resource_type 2
11558,resource_type 2
11559,resource_type 8
11560,resource_type 2
11561,resource_type 8
11562,resource_type 2
11563,resource_type 2
11564,resource_type 8
11565,resource_type 8
11566,resource_type 2
11567,resource_type 8
11568,resource_type 2
11569,resource_type 2
11570,resource_type 2
11571,resource_type 2
11572,resource_type 8
11573,resource_type 2
11574,resource_type 2
11575,resource_type 2
11576,resource_type 8
11576,resource_type 8
11577,resource_type 8
11578,resource_type 8
11579,resource_type 8
11580,resource_type 8
11580,resource_type 6
11580,resource_type 8
11580,resource_type 6
11581,resource_type 8
11582,resource_type 2
11583,resource_type 8
11584,resource_type 2
11585,resource_type 2
11586,resource_type 8
11586,resource_type 4
11586,resource_type 7
11587,resource_type 2
11588,resource_type 8
11589,resource_type 8
11590,resource_type 2
11591,resource_type 2
11592,resource_type 2
11593,resource_type 2
11594,resource_type 2
11595,resource_type 7
11595,resource_type 6
11595,resource_type 8
11595,resource_type 2
11595,resource_type 4
11595,resource_type 7
11595,resource_type 6
11595,resource_type 8
11595,resource_type 2
11595,resource_type 4
11596,resource_type 2
11597,resource_type 8
11598,resource_type 2
11599,resource_type 8
11600,resource_type 8
11601,resource_type 2
11602,resource_type 8
11603,resource_type 8
11604,resource_type 2
11605,resource_type 9
11605,resource_type 3
11605,resource_type 8
11606,resource_type 8
11607,resource_type 2
11608,resource_type 8
11608,resource_type 6
11609,resource_type 8
11610,resource_type 2
11611,resource_type 8
11612,resource_type 2
11612,resource_type 8
11613,resource_type 2
11614,resource_type 8
11614,resource_type 6
11614,resource_type 8
11614,resource_type 6
11615,resource_type 2
11616,resource_type 7
11617,resource_type 2
11618,resource_type 2
11619,resource_type 2
11620,resource_type 8
11621,resource_type 2
11622,resource_type 8
11623,resource_type 2
11624,resource_type 8
11625,resource_type 8
11626,resource_type 2
11627,resource_type 8
11628,resource_type 8
11629,resource_type 2
11630,resource_type 8
11631,resource_type 8
11632,resource_type 2
11633,resource_type 2
11634,resource_type 8
11635,resource_type 2
11636,resource_type 8
11636,resource_type 8
11637,resource_type 2
11637,resource_type 8
11638,resource_type 2
11639,resource_type 2
11640,resource_type 2
11641,resource_type 2
11642,resource_type 2
11643,resource_type 8
11644,resource_type 8
11645,resource_type 2
11646,resource_type 8
11646,resource_type 8
11647,resource_type 2
11648,resource_type 8
11648,resource_type 6
11649,resource_type 2
11650,resource_type 8
11651,resource_type 2
11652,resource_type 8
11653,resource_type 8
11654,resource_type 4
11654,resource_type 8
11655,resource_type 2
11656,resource_type 2
11657,resource_type 2
11658,resource_type 8
11659,resource_type 8
11660,resource_type 8
11661,resource_type 9
11661,resource_type 8
11662,resource_type 8
11663,resource_type 8
11664,resource_type 8
11665,resource_type 2
11666,resource_type 2
11667,resource_type 2
11667,resource_type 8
11668,resource_type 8
11669,resource_type 2
11670,resource_type 8
11670,resource_type 8
11671,resource_type 8
11672,resource_type 8
11673,resource_type 8
11674,resource_type 8
11674,resource_type 3
11675,resource_type 3
11676,resource_type 8
11677,resource_type 6
11677,resource_type 8
11678,resource_type 2
11679,resource_type 2
11680,resource_type 8
11681,resource_type 8
11682,resource_type 8
11683,resource_type 8
11683,resource_type 5
11684,resource_type 8
11684,resource_type 6
11685,resource_type 8
11686,resource_type 8
11686,resource_type 2
11686,resource_type 8
11686,resource_type 2
11687,resource_type 8
11688,resource_type 2
11689,resource_type 2
11690,resource_type 8
11691,resource_type 2
11692,resource_type 8
11693,resource_type 2
11694,resource_type 8
11695,resource_type 2
11696,resource_type 8
11696,resource_type 7
11696,resource_type 2
11696,resource_type 4
11697,resource_type 2
11698,resource_type 6
11698,resource_type 8
11699,resource_type 2
11700,resource_type 4
11700,resource_type 6
11700,resource_type 8
11701,resource_type 2
11702,resource_type 2
11703,resource_type 8
11704,resource_type 8
11705,resource_type 2
11706,resource_type 8
11706,resource_type 6
11706,resource_type 8
11706,resource_type 6
11707,resource_type 2
11708,resource_type 8
11709,resource_type 2
11710,resource_type 8
11710,resource_type 2
11711,resource_type 8
11711,resource_type 2
11712,resource_type 2
11713,resource_type 2
11714,resource_type 6
11714,resource_type 8
11715,resource_type 2
11716,resource_type 2
11717,resource_type 8
11718,resource_type 8
11718,resource_type 8
11719,resource_type 2
11720,resource_type 2
11721,resource_type 2
11722,resource_type 8
11723,resource_type 8
11724,resource_type 8
11725,resource_type 8
11726,resource_type 8
11726,resource_type 8
11727,resource_type 2
11728,resource_type 8
11729,resource_type 8
11730,resource_type 8
11730,resource_type 8
11731,resource_type 2
11732,resource_type 2
11733,resource_type 2
11734,resource_type 6
11734,resource_type 8
11735,resource_type 2
11736,resource_type 8
11736,resource_type 8
11737,resource_type 2
11737,resource_type 8
11738,resource_type 8
11738,resource_type 2
11739,resource_type 2
11739,resource_type 2
11740,resource_type 8
11741,resource_type 2
11742,resource_type 8
11743,resource_type 8
11744,resource_type 2
11745,resource_type 8
11746,resource_type 4
11746,resource_type 6
11746,resource_type 8
11746,resource_type 4
11746,resource_type 6
11746,resource_type 8
11747,resource_type 2
11748,resource_type 2
11749,resource_type 8
11750,resource_type 2
11751,resource_type 2
11752,resource_type 2
11753,resource_type 7
11753,resource_type 8
11754,resource_type 8
11755,resource_type 8
11756,resource_type 2
11757,resource_type 8
11758,resource_type 8
11759,resource_type 2
11760,resource_type 8
11761,resource_type 2
11762,resource_type 7
11762,resource_type 8
11763,resource_type 8
11763,resource_type 7
11763,resource_type 4
11764,resource_type 8
11765,resource_type 2
11765,resource_type 8
11766,resource_type 8
11767,resource_type 8
11768,resource_type 8
11769,resource_type 8
11770,resource_type 8
11771,resource_type 2
11772,resource_type 2
11772,resource_type 8
11773,resource_type 6
11773,resource_type 8
11774,resource_type 8
11775,resource_type 8
11776,resource_type 8
11776,resource_type 1
11777,resource_type 2
11778,resource_type 8
11779,resource_type 8
11780,resource_type 2
11781,resource_type 8
11782,resource_type 8
11782,resource_type 2
11783,resource_type 2
11784,resource_type 8
11785,resource_type 2
11786,resource_type 2
11787,resource_type 8
11788,resource_type 10
11788,resource_type 6
11789,resource_type 8
11790,resource_type 8
11791,resource_type 2
11792,resource_type 8
11793,resource_type 2
11794,resource_type 8
11795,resource_type 8
11796,resource_type 8
11797,resource_type 4
11797,resource_type 8
11798,resource_type 8
11799,resource_type 2
11800,resource_type 2
11801,resource_type 8
11801,resource_type 7
11802,resource_type 2
11803,resource_type 8
11804,resource_type 3
11804,resource_type 9
11805,resource_type 2
11806,resource_type 2
11807,resource_type 8
11808,resource_type 8
11809,resource_type 2
11810,resource_type 2
11811,resource_type 2
11812,resource_type 8
11813,resource_type 2
11814,resource_type 8
11815,resource_type 2
11816,resource_type 8
11817,resource_type 6
11817,resource_type 4
11817,resource_type 8
11817,resource_type 6
11817,resource_type 4
11817,resource_type 8
11818,resource_type 8
11819,resource_type 8
11819,resource_type 8
11820,resource_type 2
11821,resource_type 2
11822,resource_type 2
11823,resource_type 2
11824,resource_type 8
11825,resource_type 6
11825,resource_type 10
11825,resource_type 8
11826,resource_type 8
11827,resource_type 2
11828,resource_type 8
11829,resource_type 8
11830,resource_type 8
11831,resource_type 2
11832,resource_type 8
11833,resource_type 2
11834,resource_type 2
11835,resource_type 2
11835,resource_type 2
11836,resource_type 2
11837,resource_type 8
11838,resource_type 2
11839,resource_type 2
11840,resource_type 8
11840,resource_type 2
11840,resource_type 8
11840,resource_type 2
11841,resource_type 2
11842,resource_type 2
11843,resource_type 9
11843,resource_type 8
11843,resource_type 2
11844,resource_type 2
11845,resource_type 8
11845,resource_type 2
11846,resource_type 8
11846,resource_type 8
11847,resource_type 8
11848,resource_type 2
11849,resource_type 2
11850,resource_type 2
11851,resource_type 8
11852,resource_type 2
11853,resource_type 8
11854,resource_type 2
11855,resource_type 7
11855,resource_type 8
11855,resource_type 7
11855,resource_type 8
11856,resource_type 2
11857,resource_type 2
11858,resource_type 2
11859,resource_type 8
11860,resource_type 2
11861,resource_type 8
11862,resource_type 2
11863,resource_type 8
11864,resource_type 2
11865,resource_type 8
11866,resource_type 2
11867,resource_type 2
11868,resource_type 2
11869,resource_type 8
11870,resource_type 8
11871,resource_type 2
11872,resource_type 8
11872,resource_type 8
11873,resource_type 8
11874,resource_type 6
11874,resource_type 8
11875,resource_type 8
11876,resource_type 8
11877,resource_type 2
11878,resource_type 8
11879,resource_type 2
11879,resource_type 2
11880,resource_type 2
11881,resource_type 2
11882,resource_type 2
11883,resource_type 8
11884,resource_type 2
11884,resource_type 2
11885,resource_type 8
11886,resource_type 8
11887,resource_type 8
11888,resource_type 2
11889,resource_type 8
11890,resource_type 2
11891,resource_type 2
11892,resource_type 8
11893,resource_type 2
11894,resource_type 2
11895,resource_type 8
11896,resource_type 8
11897,resource_type 8
11897,resource_type 8
11898,resource_type 2
11899,resource_type 8
11900,resource_type 2
11901,resource_type 8
11902,resource_type 2
11903,resource_type 8
11904,resource_type 8
11905,resource_type 2
11906,resource_type 2
11907,resource_type 2
11907,resource_type 8
11908,resource_type 2
11909,resource_type 8
11910,resource_type 2
11911,resource_type 8
11912,resource_type 8
11913,resource_type 8
11913,resource_type 2
11914,resource_type 8
11915,resource_type 8
11916,resource_type 2
11917,resource_type 2
11918,resource_type 2
11919,resource_type 2
11920,resource_type 2
11921,resource_type 8
11921,resource_type 7
11922,resource_type 2
11923,resource_type 2
11924,resource_type 2
11925,resource_type 8
11926,resource_type 8
11927,resource_type 8
11928,resource_type 8
11929,resource_type 8
11929,resource_type 8
11930,resource_type 2
11931,resource_type 8
11932,resource_type 2
11933,resource_type 2
11934,resource_type 8
11935,resource_type 2
11936,resource_type 2
11937,resource_type 2
11938,resource_type 8
11939,resource_type 8
11940,resource_type 2
11941,resource_type 8
11941,resource_type 2
11942,resource_type 2
11943,resource_type 2
11944,resource_type 7
11944,resource_type 7
11945,resource_type 8
11946,resource_type 2
11947,resource_type 2
11948,resource_type 2
11949,resource_type 2
11950,resource_type 2
11951,resource_type 2
11952,resource_type 2
11953,resource_type 8
11954,resource_type 2
11954,resource_type 8
11954,resource_type 9
11955,resource_type 2
11956,resource_type 2
11957,resource_type 2
11958,resource_type 2
11959,resource_type 2
11960,resource_type 2
11961,resource_type 1
11961,resource_type 8
11962,resource_type 2
11963,resource_type 8
11964,resource_type 2
11965,resource_type 8
11966,resource_type 8
11967,resource_type 2
11968,resource_type 8
11969,resource_type 8
11970,resource_type 2
11971,resource_type 8
11972,resource_type 2
11973,resource_type 8
11973,resource_type 8
11974,resource_type 8
11975,resource_type 2
11976,resource_type 2
11976,resource_type 8
11977,resource_type 8
11978,resource_type 2
11979,resource_type 2
11980,resource_type 2
11981,resource_type 8
11982,resource_type 2
11983,resource_type 8
11983,resource_type 2
11984,resource_type 2
11985,resource_type 8
11986,resource_type 8
11986,resource_type 8
11987,resource_type 2
11987,resource_type 8
11988,resource_type 6
11988,resource_type 8
11989,resource_type 8
11990,resource_type 8
11991,resource_type 8
11991,resource_type 8
11992,resource_type 2
11993,resource_type 8
11994,resource_type 4
11994,resource_type 8
11995,resource_type 2
11996,resource_type 8
11997,resource_type 2
11998,resource_type 2
11999,resource_type 2
12000,resource_type 8
12001,resource_type 8
12002,resource_type 8
12003,resource_type 8
12004,resource_type 2
12005,resource_type 8
12006,resource_type 2
12007,resource_type 2
12008,resource_type 2
12009,resource_type 8
12010,resource_type 2
12011,resource_type 2
12012,resource_type 2
12013,resource_type 2
12014,resource_type 8
12014,resource_type 8
12015,resource_type 6
12015,resource_type 8
12016,resource_type 2
12017,resource_type 8
12017,resource_type 8
12018,resource_type 2
12019,resource_type 2
12020,resource_type 2
12021,resource_type 8
12022,resource_type 2
12023,resource_type 2
12023,resource_type 8
12024,resource_type 2
12025,resource_type 2
12026,resource_type 8
12027,resource_type 2
12028,resource_type 2
12029,resource_type 8
12030,resource_type 8
12030,resource_type 9
12031,resource_type 2
12032,resource_type 2
12033,resource_type 2
12034,resource_type 9
12034,resource_type 8
12035,resource_type 8
12036,resource_type 8
12037,resource_type 2
12038,resource_type 2
12039,resource_type 2
12040,resource_type 8
12041,resource_type 8
12042,resource_type 2
12043,resource_type 2
12044,resource_type 2
12045,resource_type 2
12046,resource_type 8
12046,resource_type 7
12047,resource_type 2
12048,resource_type 8
12049,resource_type 8
12049,resource_type 8
12050,resource_type 2
12051,resource_type 8
12052,resource_type 2
12053,resource_type 8
12053,resource_type 6
12054,resource_type 8
12055,resource_type 8
12056,resource_type 2
12057,resource_type 2
12058,resource_type 8
12058,resource_type 8
12059,resource_type 2
12060,resource_type 8
12060,resource_type 2
12061,resource_type 8
12062,resource_type 8
12062,resource_type 8
12063,resource_type 8
12064,resource_type 8
12065,resource_type 8
12066,resource_type 2
12067,resource_type 2
12068,resource_type 2
12069,resource_type 2
12070,resource_type 8
12071,resource_type 2
12072,resource_type 2
12072,resource_type 2
12073,resource_type 2
12074,resource_type 8
12075,resource_type 8
12076,resource_type 2
12077,resource_type 2
12077,resource_type 8
12078,resource_type 8
12078,resource_type 8
12079,resource_type 8
12080,resource_type 2
12081,resource_type 2
12082,resource_type 8
12083,resource_type 2
12084,resource_type 8
12085,resource_type 2
12086,resource_type 8
12087,resource_type 8
12088,resource_type 8
12089,resource_type 2
12090,resource_type 8
12090,resource_type 8
12091,resource_type 8
12092,resource_type 2
12093,resource_type 8
12093,resource_type 8
12094,resource_type 2
12095,resource_type 2
12096,resource_type 2
12097,resource_type 8
12098,resource_type 8
12099,resource_type 8
12099,resource_type 8
12100,resource_type 2
12101,resource_type 8
12102,resource_type 8
12103,resource_type 8
12104,resource_type 2
12105,resource_type 8
12106,resource_type 7
12106,resource_type 8
12107,resource_type 8
12108,resource_type 8
12109,resource_type 2
12109,resource_type 8
12110,resource_type 2
12111,resource_type 8
12112,resource_type 8
12113,resource_type 8
12114,resource_type 2
12115,resource_type 8
12116,resource_type 8
12117,resource_type 8
12118,resource_type 2
12119,resource_type 2
12120,resource_type 2
12121,resource_type 2
12122,resource_type 4
12122,resource_type 7
12122,resource_type 8
12122,resource_type 2
12123,resource_type 8
12123,resource_type 8
12124,resource_type 8
12124,resource_type 7
12125,resource_type 2
12126,resource_type 8
12127,resource_type 9
12127,resource_type 3
12128,resource_type 8
12129,resource_type 8
12130,resource_type 8
12131,resource_type 8
12131,resource_type 1
12132,resource_type 2
12133,resource_type 8
12134,resource_type 2
12135,resource_type 2
12135,resource_type 2
12136,resource_type 8
12136,resource_type 2
12137,resource_type 8
12138,resource_type 2
12139,resource_type 2
12140,resource_type 2
12141,resource_type 8
12142,resource_type 8
12143,resource_type 2
12144,resource_type 2
12145,resource_type 2
12146,resource_type 2
12146,resource_type 8
12147,resource_type 8
12147,resource_type 8
12148,resource_type 8
12149,resource_type 4
12149,resource_type 8
12149,resource_type 2
12150,resource_type 2
12151,resource_type 8
12152,resource_type 8
12152,resource_type 8
12153,resource_type 8
12153,resource_type 8
12154,resource_type 2
12155,resource_type 8
12156,resource_type 2
12157,resource_type 2
12158,resource_type 2
12159,resource_type 8
12160,resource_type 2
12161,resource_type 8
12161,resource_type 4
12162,resource_type 2
12163,resource_type 2
12163,resource_type 2
12164,resource_type 2
12165,resource_type 8
12166,resource_type 8
12167,resource_type 2
12168,resource_type 8
12169,resource_type 8
12170,resource_type 8
12171,resource_type 8
12172,resource_type 2
12173,resource_type 8
12173,resource_type 8
12174,resource_type 2
12175,resource_type 2
12176,resource_type 8
12176,resource_type 8
12177,resource_type 2
12178,resource_type 8
12179,resource_type 8
12180,resource_type 9
12180,resource_type 8
12181,resource_type 8
12181,resource_type 6
12182,resource_type 2
12183,resource_type 2
12184,resource_type 2
12185,resource_type 8
12185,resource_type 6
12186,resource_type 8
12186,resource_type 2
12186,resource_type 7
12187,resource_type 2
12188,resource_type 2
12189,resource_type 2
12190,resource_type 2
12191,resource_type 6
12192,resource_type 8
12193,resource_type 2
12194,resource_type 8
12195,resource_type 2
12196,resource_type 8
12197,resource_type 2
12198,resource_type 8
12199,resource_type 8
12199,resource_type 8
12200,resource_type 2
12201,resource_type 2
12202,resource_type 8
12203,resource_type 2
12204,resource_type 2
12205,resource_type 2
12206,resource_type 2
12207,resource_type 2
12208,resource_type 8
12209,resource_type 8
12210,resource_type 2
12211,resource_type 2
12212,resource_type 2
12213,resource_type 8
12214,resource_type 8
12215,resource_type 2
12216,resource_type 2
12217,resource_type 2
12218,resource_type 2
12219,resource_type 8
12220,resource_type 8
12220,resource_type 8
12221,resource_type 2
12222,resource_type 8
12223,resource_type 2
12224,resource_type 8
12225,resource_type 8
12226,resource_type 8
12227,resource_type 8
12228,resource_type 8
12229,resource_type 8
12230,resource_type 2
12231,resource_type 2
12232,resource_type 8
12232,resource_type 2
12233,resource_type 8
12234,resource_type 2
12235,resource_type 8
12235,resource_type 8
12236,resource_type 8
12237,resource_type 8
12237,resource_type 2
12238,resource_type 8
12239,resource_type 8
12239,resource_type 8
12240,resource_type 2
12241,resource_type 8
12242,resource_type 2
12243,resource_type 7
12243,resource_type 8
12244,resource_type 8
12245,resource_type 8
12246,resource_type 2
12247,resource_type 2
12248,resource_type 2
12249,resource_type 8
12250,resource_type 2
12251,resource_type 8
12252,resource_type 2
12253,resource_type 6
12253,resource_type 8
12254,resource_type 8
12255,resource_type 2
12255,resource_type 8
12255,resource_type 2
12255,resource_type 8
12256,resource_type 2
12257,resource_type 2
12258,resource_type 8
12258,resource_type 8
12259,resource_type 8
12259,resource_type 9
12260,resource_type 2
12261,resource_type 8
12262,resource_type 2
12263,resource_type 8
12264,resource_type 6
12264,resource_type 8
12264,resource_type 6
12264,resource_type 8
12265,resource_type 8
12266,resource_type 2
12266,resource_type 8
12267,resource_type 8
12267,resource_type 8
12268,resource_type 8
12268,resource_type 8
12269,resource_type 7
12269,resource_type 8
12269,resource_type 2
12270,resource_type 8
12270,resource_type 8
12271,resource_type 2
12272,resource_type 2
12273,resource_type 8
12274,resource_type 8
12274,resource_type 2
12275,resource_type 8
12276,resource_type 8
12277,resource_type 8
12278,resource_type 8
12279,resource_type 2
12280,resource_type 8
12281,resource_type 2
12282,resource_type 8
12283,resource_type 8
12283,resource_type 8
12284,resource_type 8
12285,resource_type 8
12285,resource_type 8
12286,resource_type 8
12287,resource_type 2
12288,resource_type 2
12289,resource_type 2
12290,resource_type 2
12291,resource_type 8
12292,resource_type 2
12293,resource_type 2
12294,resource_type 2
12295,resource_type 2
12296,resource_type 2
12297,resource_type 8
12298,resource_type 2
12299,resource_type 8
12300,resource_type 2
12301,resource_type 2
12302,resource_type 2
12303,resource_type 8
12304,resource_type 8
12304,resource_type 8
12305,resource_type 2
12306,resource_type 2
12307,resource_type 8
12308,resource_type 8
12309,resource_type 2
12310,resource_type 2
12311,resource_type 8
12311,resource_type 8
12312,resource_type 2
12313,resource_type 2
12314,resource_type 8
12315,resource_type 2
12316,resource_type 2
12317,resource_type 2
12318,resource_type 8
12319,resource_type 2
12320,resource_type 8
12321,resource_type 2
12322,resource_type 8
12323,resource_type 8
12323,resource_type 8
12324,resource_type 8
12324,resource_type 6
12325,resource_type 2
12326,resource_type 7
12326,resource_type 8
12326,resource_type 2
12326,resource_type 4
12327,resource_type 8
12327,resource_type 8
12328,resource_type 2
12329,resource_type 2
12330,resource_type 8
12331,resource_type 8
12331,resource_type 1
12332,resource_type 2
12333,resource_type 2
12333,resource_type 8
12334,resource_type 8
12335,resource_type 8
12336,resource_type 8
12336,resource_type 2
12337,resource_type 9
12337,resource_type 9
12338,resource_type 8
12339,resource_type 2
12340,resource_type 2
12341,resource_type 8
12342,resource_type 2
12343,resource_type 8
12343,resource_type 6
12344,resource_type 6
12345,resource_type 8
12345,resource_type 6
12345,resource_type 8
12345,resource_type 6
12346,resource_type 2
12347,resource_type 8
12348,resource_type 2
12349,resource_type 8
12350,resource_type 2
12351,resource_type 2
12352,resource_type 8
12353,resource_type 8
12354,resource_type 8
12355,resource_type 2
12356,resource_type 8
12357,resource_type 2
12358,resource_type 8
12359,resource_type 2
12360,resource_type 2
12361,resource_type 8
12362,resource_type 2
12363,resource_type 8
12364,resource_type 2
12365,resource_type 8
12366,resource_type 8
12367,resource_type 8
12367,resource_type 8
12368,resource_type 2
12369,resource_type 2
12370,resource_type 8
12371,resource_type 6
12372,resource_type 2
12373,resource_type 8
12374,resource_type 2
12375,resource_type 2
12376,resource_type 1
12376,resource_type 8
12377,resource_type 8
12378,resource_type 8
12378,resource_type 4
12379,resource_type 2
12380,resource_type 8
12381,resource_type 2
12382,resource_type 8
12382,resource_type 8
12383,resource_type 6
12383,resource_type 8
12384,resource_type 8
12385,resource_type 8
12386,resource_type 8
12386,resource_type 2
12387,resource_type 8
12387,resource_type 2
12388,resource_type 8
12389,resource_type 8
12390,resource_type 8
12391,resource_type 8
12392,resource_type 2
12393,resource_type 7
12393,resource_type 8
12394,resource_type 8
12395,resource_type 2
12396,resource_type 8
12397,resource_type 8
12397,resource_type 8
12398,resource_type 8
12398,resource_type 8
12399,resource_type 2
12400,resource_type 8
12400,resource_type 2
12401,resource_type 8
12402,resource_type 8
12403,resource_type 2
12404,resource_type 8
12404,resource_type 8
12405,resource_type 2
12406,resource_type 8
12406,resource_type 8
12407,resource_type 2
12408,resource_type 8
12409,resource_type 2
12410,resource_type 2
12411,resource_type 7
12412,resource_type 2
12413,resource_type 8
12414,resource_type 2
12415,resource_type 2
12416,resource_type 2
12417,resource_type 2
12418,resource_type 2
12419,resource_type 2
12420,resource_type 7
12420,resource_type 8
12421,resource_type 2
12422,resource_type 2
12423,resource_type 4
12423,resource_type 8
12424,resource_type 2
12425,resource_type 2
12426,resource_type 8
12426,resource_type 8
12427,resource_type 8
12428,resource_type 7
12428,resource_type 8
12429,resource_type 2
12430,resource_type 2
12431,resource_type 2
12432,resource_type 8
12433,resource_type 2
12434,resource_type 8
12435,resource_type 2
12436,resource_type 8
12437,resource_type 2
12438,resource_type 8
12438,resource_type 4
12438,resource_type 8
12438,resource_type 4
12439,resource_type 2
12440,resource_type 2
12441,resource_type 7
12441,resource_type 6
12441,resource_type 8
12442,resource_type 8
12443,resource_type 2
12443,resource_type 8
12444,resource_type 2
12445,resource_type 6
12445,resource_type 10
12445,resource_type 8
12446,resource_type 8
12446,resource_type 6
12447,resource_type 2
12448,resource_type 2
12449,resource_type 8
12449,resource_type 8
12450,resource_type 8
12451,resource_type 8
12452,resource_type 2
12453,resource_type 8
12454,resource_type 8
12455,resource_type 2
12456,resource_type 8
12456,resource_type 8
12457,resource_type 2
12458,resource_type 8
12458,resource_type 2
12459,resource_type 8
12460,resource_type 2
12461,resource_type 2
12462,resource_type 2
12463,resource_type 2
12463,resource_type 8
12464,resource_type 2
12465,resource_type 8
12465,resource_type 2
12466,resource_type 8
12467,resource_type 8
12468,resource_type 2
12469,resource_type 8
12469,resource_type 8
12470,resource_type 4
12470,resource_type 8
12470,resource_type 7
12471,resource_type 2
12472,resource_type 2
12473,resource_type 8
12474,resource_type 8
12475,resource_type 2
12476,resource_type 2
12477,resource_type 2
12478,resource_type 2
12479,resource_type 8
12480,resource_type 2
12481,resource_type 8
12482,resource_type 8
12483,resource_type 9
12483,resource_type 9
12484,resource_type 2
12485,resource_type 2
12486,resource_type 8
12487,resource_type 8
12488,resource_type 7
12488,resource_type 4
12488,resource_type 8
12489,resource_type 8
12489,resource_type 8
12490,resource_type 8
12491,resource_type 2
12492,resource_type 2
12493,resource_type 2
12494,resource_type 2
12495,resource_type 8
12496,resource_type 8
12497,resource_type 8
12498,resource_type 2
12499,resource_type 8
12500,resource_type 8
12501,resource_type 4
12501,resource_type 8
12502,resource_type 8
12502,resource_type 8
12503,resource_type 8
12504,resource_type 8
12504,resource_type 6
12505,resource_type 2
12506,resource_type 8
12507,resource_type 8
12507,resource_type 4
12507,resource_type 7
12508,resource_type 2
12509,resource_type 2
12510,resource_type 2
12511,resource_type 8
12512,resource_type 2
12513,resource_type 8
12513,resource_type 7
12513,resource_type 8
12513,resource_type 7
12514,resource_type 2
12515,resource_type 8
12516,resource_type 8
12517,resource_type 8
12518,resource_type 2
12519,resource_type 8
12520,resource_type 8
12521,resource_type 8
12521,resource_type 8
12522,resource_type 8
12523,resource_type 8
12523,resource_type 2
12524,resource_type 8
12525,resource_type 7
12525,resource_type 8
12526,resource_type 2
12527,resource_type 8
12528,resource_type 7
12528,resource_type 8
12529,resource_type 3
12529,resource_type 8
12530,resource_type 8
12530,resource_type 8
12531,resource_type 2
12532,resource_type 8
12532,resource_type 8
12533,resource_type 2
12534,resource_type 2
12535,resource_type 8
12536,resource_type 8
12537,resource_type 8
12538,resource_type 8
12538,resource_type 8
12539,resource_type 8
12540,resource_type 2
12541,resource_type 8
12541,resource_type 7
12541,resource_type 2
12542,resource_type 8
12543,resource_type 2
12544,resource_type 8
12545,resource_type 8
12546,resource_type 2
12547,resource_type 8
12548,resource_type 2
12549,resource_type 8
12550,resource_type 2
12550,resource_type 8
12551,resource_type 6
12551,resource_type 10
12551,resource_type 8
12551,resource_type 6
12551,resource_type 10
12551,resource_type 8
12552,resource_type 8
12553,resource_type 2
12554,resource_type 8
12555,resource_type 8
12556,resource_type 2
12557,resource_type 2
12558,resource_type 2
12559,resource_type 2
12560,resource_type 2
12561,resource_type 8
12562,resource_type 8
12562,resource_type 2
12563,resource_type 8
12564,resource_type 8
12564,resource_type 8
12565,resource_type 8
12566,resource_type 2
12567,resource_type 2
12567,resource_type 8
12568,resource_type 2
12569,resource_type 8
12570,resource_type 2
12571,resource_type 8
12572,resource_type 2
12573,resource_type 8
12574,resource_type 8
